hessian,prompt,pos,token,is_sink,znorm,r_sq,amp,pred_ratio,cos_pred
full,3,7,",",0,3.96081,0.525023,0.182938,0.922715,0.985102
full,4,0,<|im_start|>,1,37.9393,0.513094,0.0188803,0.984153,0.999946
full,4,1,system,0,13.629,0.233046,0.0354206,0.991442,0.999404
full,4,2,Ċ,1,66.2482,0.253788,0.00760433,0.996291,0.999978
full,4,3,You,0,8.82517,0.329426,0.0650363,0.974116,0.998173
full,4,4,Ġare,0,12.6227,0.446116,0.052914,0.982695,0.998728
full,4,5,ĠQ,0,7.75274,0.300181,0.0706702,0.967343,0.99797
full,4,6,wen,0,26.1943,0.222083,0.0179908,0.997603,0.999841
full,4,7,",",0,3.96044,0.524579,0.182878,0.92588,0.984906
full,5,0,<|im_start|>,1,38.2051,0.50059,0.0185191,1.01178,0.999899
full,5,1,system,0,13.5208,0.242188,0.0363976,0.997931,0.999338
full,5,2,Ċ,1,66.2477,0.28349,0.00803708,0.996136,0.999975
full,5,3,You,0,8.8306,0.336922,0.0657316,0.96813,0.998293
full,5,4,Ġare,0,12.6076,0.448722,0.0531319,0.980118,0.998762
full,5,5,ĠQ,0,7.74061,0.295221,0.0701938,0.967495,0.998
full,5,6,wen,0,26.2147,0.231955,0.018372,0.998918,0.999832
full,5,7,",",0,3.94036,0.509964,0.181231,0.927831,0.985107
full,6,0,<|im_start|>,1,37.9393,0.513094,0.0188803,0.984153,0.999946
full,6,1,system,0,13.629,0.233046,0.0354206,0.991442,0.999404
full,6,2,Ċ,1,66.2482,0.253788,0.00760433,0.996291,0.999978
full,6,3,You,0,8.82517,0.329426,0.0650363,0.974116,0.998173
full,6,4,Ġare,0,12.6227,0.446116,0.052914,0.982695,0.998728
full,6,5,ĠQ,0,7.75274,0.300181,0.0706702,0.967343,0.99797
full,6,6,wen,0,26.1943,0.222083,0.0179908,0.997603,0.999841
full,6,7,",",0,3.96044,0.524579,0.182878,0.92588,0.984906
full,7,0,<|im_start|>,1,37.9393,0.513094,0.0188803,0.984153,0.999946
full,7,1,system,0,13.629,0.233046,0.0354206,0.991442,0.999404
full,7,2,Ċ,1,66.2482,0.253788,0.00760433,0.996291,0.999978
full,7,3,You,0,8.82517,0.329426,0.0650363,0.974116,0.998173
full,7,4,Ġare,0,12.6227,0.446116,0.052914,0.982695,0.998728
full,7,5,ĠQ,0,7.75274,0.300181,0.0706702,0.967343,0.99797
full,7,6,wen,0,26.1943,0.222083,0.0179908,0.997603,0.999841
full,7,7,",",0,3.96044,0.524579,0.182878,0.92588,0.984906
full,8,0,<|im_start|>,1,38.2011,0.198933,0.0116755,0.999755,0.999932
full,8,1,system,0,13.5292,0.243333,0.0364609,0.998613,0.999335
full,8,2,Ċ,1,66.2071,0.537462,0.0110731,0.990965,0.999979
full,8,3,You,0,8.79821,0.331809,0.0654711,0.969023,0.998283
full,8,4,Ġare,0,12.6112,0.441538,0.05269,0.981149,0.998766
full,8,5,ĠQ,0,7.70708,0.288555,0.0696987,0.969839,0.997964
full,8,6,wen,0,26.259,0.245186,0.0188569,0.994628,0.999836
full,8,7,",",0,3.95156,0.511746,0.181033,0.927396,0.985173
full,9,0,<|im_start|>,1,37.9393,0.513094,0.0188803,0.984153,0.999946
full,9,1,system,0,13.629,0.233046,0.0354206,0.991442,0.999404
full,9,2,Ċ,1,66.2482,0.253788,0.00760433,0.996291,0.999978
full,9,3,You,0,8.82517,0.329426,0.0650363,0.974116,0.998173
full,9,4,Ġare,0,12.6227,0.446116,0.052914,0.982695,0.998728
full,9,5,ĠQ,0,7.75274,0.300181,0.0706702,0.967343,0.99797
full,9,6,wen,0,26.1943,0.222083,0.0179908,0.997603,0.999841
full,9,7,",",0,3.96044,0.524579,0.182878,0.92588,0.984906
full,10,0,<|im_start|>,1,38.2011,0.198933,0.0116755,0.999755,0.999932
full,10,1,system,0,13.5292,0.243333,0.0364609,0.998613,0.999335
full,10,2,Ċ,1,66.2071,0.537462,0.0110731,0.990965,0.999979
full,10,3,You,0,8.79821,0.331809,0.0654711,0.969023,0.998283
full,10,4,Ġare,0,12.6112,0.441538,0.05269,0.981149,0.998766
full,10,5,ĠQ,0,7.70708,0.288555,0.0696987,0.969839,0.997964
full,10,6,wen,0,26.259,0.245186,0.0188569,0.994628,0.999836
full,10,7,",",0,3.95156,0.511746,0.181033,0.927396,0.985173
full,11,0,<|im_start|>,1,37.9418,0.355439,0.0157132,0.98812,0.999946
full,11,1,system,0,13.6851,0.238657,0.0356976,0.988185,0.999426
full,11,2,Ċ,1,66.5262,0.218561,0.00702738,0.998318,0.999977
full,11,3,You,0,8.81917,0.331244,0.0652599,0.974123,0.998158
full,11,4,Ġare,0,12.562,0.440935,0.0528601,0.984864,0.998698
full,11,5,ĠQ,0,7.74951,0.296046,0.0702111,0.967765,0.99799
full,11,6,wen,0,26.2251,0.234479,0.0184644,0.995472,0.999839
full,11,7,",",0,3.94111,0.509319,0.181083,0.929101,0.985059
full,12,0,<|im_start|>,1,37.9418,0.355439,0.0157132,0.98812,0.999946
full,12,1,system,0,13.6851,0.238657,0.0356976,0.988185,0.999426
full,12,2,Ċ,1,66.5262,0.218561,0.00702738,0.998318,0.999977
full,12,3,You,0,8.81917,0.331244,0.0652599,0.974123,0.998158
full,12,4,Ġare,0,12.562,0.440935,0.0528601,0.984864,0.998698
full,12,5,ĠQ,0,7.74951,0.296046,0.0702111,0.967765,0.99799
full,12,6,wen,0,26.2251,0.234479,0.0184644,0.995472,0.999839
full,12,7,",",0,3.94111,0.509319,0.181083,0.929101,0.985059
full,13,0,<|im_start|>,1,38.194,0.369167,0.015908,0.988115,0.999943
full,13,1,system,0,13.7473,0.252161,0.0365275,0.985739,0.999426
full,13,2,Ċ,1,66.9994,0.541471,0.0109829,0.990873,0.999981
full,13,3,You,0,8.82363,0.330941,0.065197,0.974366,0.998156
full,13,4,Ġare,0,12.6303,0.446012,0.0528761,0.984923,0.998696
full,13,5,ĠQ,0,7.72546,0.292375,0.0699916,0.969156,0.997963
full,13,6,wen,0,26.2457,0.22835,0.0182072,0.996077,0.999841
full,13,7,",",0,3.94076,0.510493,0.181307,0.927812,0.985093
full,14,0,<|im_start|>,1,38.2011,0.198933,0.0116755,0.999755,0.999932
full,14,1,system,0,13.5292,0.243333,0.0364609,0.998613,0.999335
full,14,2,Ċ,1,66.2071,0.537462,0.0110731,0.990965,0.999979
full,14,3,You,0,8.79821,0.331809,0.0654711,0.969023,0.998283
full,14,4,Ġare,0,12.6112,0.441538,0.05269,0.981149,0.998766
full,14,5,ĠQ,0,7.70708,0.288555,0.0696987,0.969839,0.997964
full,14,6,wen,0,26.259,0.245186,0.0188569,0.994628,0.999836
full,14,7,",",0,3.95156,0.511746,0.181033,0.927396,0.985173
full,15,0,<|im_start|>,1,37.9418,0.355439,0.0157132,0.98812,0.999946
full,15,1,system,0,13.6851,0.238657,0.0356976,0.988185,0.999426
full,15,2,Ċ,1,66.5262,0.218561,0.00702738,0.998318,0.999977
full,15,3,You,0,8.81917,0.331244,0.0652599,0.974123,0.998158
full,15,4,Ġare,0,12.562,0.440935,0.0528601,0.984864,0.998698
full,15,5,ĠQ,0,7.74951,0.296046,0.0702111,0.967765,0.99799
full,15,6,wen,0,26.2251,0.234479,0.0184644,0.995472,0.999839
full,15,7,",",0,3.94111,0.509319,0.181083,0.929101,0.985059
full,16,0,<|im_start|>,1,38.194,0.369167,0.015908,0.988115,0.999943
full,16,1,system,0,13.7473,0.252161,0.0365275,0.985739,0.999426
full,16,2,Ċ,1,66.9994,0.541471,0.0109829,0.990873,0.999981
full,16,3,You,0,8.82363,0.330941,0.065197,0.974366,0.998156
full,16,4,Ġare,0,12.6303,0.446012,0.0528761,0.984923,0.998696
full,16,5,ĠQ,0,7.72546,0.292375,0.0699916,0.969156,0.997963
full,16,6,wen,0,26.2457,0.22835,0.0182072,0.996077,0.999841
full,16,7,",",0,3.94076,0.510493,0.181307,0.927812,0.985093
full,17,0,<|im_start|>,1,38.194,0.369167,0.015908,0.988115,0.999943
full,17,1,system,0,13.7473,0.252161,0.0365275,0.985739,0.999426
full,17,2,Ċ,1,66.9994,0.541471,0.0109829,0.990873,0.999981
full,17,3,You,0,8.82363,0.330941,0.065197,0.974366,0.998156
full,17,4,Ġare,0,12.6303,0.446012,0.0528761,0.984923,0.998696
full,17,5,ĠQ,0,7.72546,0.292375,0.0699916,0.969156,0.997963
full,17,6,wen,0,26.2457,0.22835,0.0182072,0.996077,0.999841
full,17,7,",",0,3.94076,0.510493,0.181307,0.927812,0.985093
full,18,0,<|im_start|>,1,38.2011,0.198933,0.0116755,0.999755,0.999932
full,18,1,system,0,13.5292,0.243333,0.0364609,0.998613,0.999335
full,18,2,Ċ,1,66.2071,0.537462,0.0110731,0.990965,0.999979
full,18,3,You,0,8.79821,0.331809,0.0654711,0.969023,0.998283
full,18,4,Ġare,0,12.6112,0.441538,0.05269,0.981149,0.998766
full,18,5,ĠQ,0,7.70708,0.288555,0.0696987,0.969839,0.997964
full,18,6,wen,0,26.259,0.245186,0.0188569,0.994628,0.999836
full,18,7,",",0,3.95156,0.511746,0.181033,0.927396,0.985173
full,19,0,<|im_start|>,1,38.2011,0.198933,0.0116755,0.999755,0.999932
full,19,1,system,0,13.5292,0.243333,0.0364609,0.998613,0.999335
full,19,2,Ċ,1,66.2071,0.537462,0.0110731,0.990965,0.999979
full,19,3,You,0,8.79821,0.331809,0.0654711,0.969023,0.998283
full,19,4,Ġare,0,12.6112,0.441538,0.05269,0.981149,0.998766
full,19,5,ĠQ,0,7.70708,0.288555,0.0696987,0.969839,0.997964
full,19,6,wen,0,26.259,0.245186,0.0188569,0.994628,0.999836
full,19,7,",",0,3.95156,0.511746,0.181033,0.927396,0.985173
full,20,0,<|im_start|>,1,37.9393,0.513094,0.0188803,0.984153,0.999946
full,20,1,system,0,13.629,0.233046,0.0354206,0.991442,0.999404
full,20,2,Ċ,1,66.2482,0.253788,0.00760433,0.996291,0.999978
full,20,3,You,0,8.82517,0.329426,0.0650363,0.974116,0.998173
full,20,4,Ġare,0,12.6227,0.446116,0.052914,0.982695,0.998728
full,20,5,ĠQ,0,7.75274,0.300181,0.0706702,0.967343,0.99797
full,20,6,wen,0,26.1943,0.222083,0.0179908,0.997603,0.999841
full,20,7,",",0,3.96044,0.524579,0.182878,0.92588,0.984906
full,21,0,<|im_start|>,1,37.9393,0.513094,0.0188803,0.984153,0.999946
full,21,1,system,0,13.629,0.233046,0.0354206,0.991442,0.999404
full,21,2,Ċ,1,66.2482,0.253788,0.00760433,0.996291,0.999978
full,21,3,You,0,8.82517,0.329426,0.0650363,0.974116,0.998173
full,21,4,Ġare,0,12.6227,0.446116,0.052914,0.982695,0.998728
full,21,5,ĠQ,0,7.75274,0.300181,0.0706702,0.967343,0.99797
full,21,6,wen,0,26.1943,0.222083,0.0179908,0.997603,0.999841
full,21,7,",",0,3.96044,0.524579,0.182878,0.92588,0.984906
full,22,0,<|im_start|>,1,38.1927,0.458216,0.0177237,0.986437,0.999934
full,22,1,system,0,13.6222,0.231334,0.0353079,0.991213,0.99941
full,22,2,Ċ,1,66.2482,0.253843,0.00760517,0.996401,0.999977
full,22,3,You,0,8.77148,0.327452,0.0652381,0.970932,0.998243
full,22,4,Ġare,0,12.6059,0.443346,0.0528197,0.982421,0.998737
full,22,5,ĠQ,0,7.74301,0.305749,0.0714123,0.964505,0.998009
full,22,6,wen,0,26.1885,0.23666,0.018576,0.996252,0.999834
full,22,7,",",0,3.96081,0.525023,0.182938,0.922715,0.985102
full,23,0,<|im_start|>,1,38.2011,0.198933,0.0116755,0.999755,0.999932
full,23,1,system,0,13.5292,0.243333,0.0364609,0.998613,0.999335
full,23,2,Ċ,1,66.2071,0.537462,0.0110731,0.990965,0.999979
full,23,3,You,0,8.79821,0.331809,0.0654711,0.969023,0.998283
full,23,4,Ġare,0,12.6112,0.441538,0.05269,0.981149,0.998766
full,23,5,ĠQ,0,7.70708,0.288555,0.0696987,0.969839,0.997964
full,23,6,wen,0,26.259,0.245186,0.0188569,0.994628,0.999836
full,23,7,",",0,3.95156,0.511746,0.181033,0.927396,0.985173
full,24,0,<|im_start|>,1,38.2011,0.198933,0.0116755,0.999755,0.999932
full,24,1,system,0,13.5292,0.243333,0.0364609,0.998613,0.999335
full,24,2,Ċ,1,66.2071,0.537462,0.0110731,0.990965,0.999979
full,24,3,You,0,8.79821,0.331809,0.0654711,0.969023,0.998283
full,24,4,Ġare,0,12.6112,0.441538,0.05269,0.981149,0.998766
full,24,5,ĠQ,0,7.70708,0.288555,0.0696987,0.969839,0.997964
full,24,6,wen,0,26.259,0.245186,0.0188569,0.994628,0.999836
full,24,7,",",0,3.95156,0.511746,0.181033,0.927396,0.985173
full,25,0,<|im_start|>,1,37.9393,0.513094,0.0188803,0.984153,0.999946
full,25,1,system,0,13.629,0.233046,0.0354206,0.991442,0.999404
full,25,2,Ċ,1,66.2482,0.253788,0.00760433,0.996291,0.999978
full,25,3,You,0,8.82517,0.329426,0.0650363,0.974116,0.998173
full,25,4,Ġare,0,12.6227,0.446116,0.052914,0.982695,0.998728
full,25,5,ĠQ,0,7.75274,0.300181,0.0706702,0.967343,0.99797
full,25,6,wen,0,26.1943,0.222083,0.0179908,0.997603,0.999841
full,25,7,",",0,3.96044,0.524579,0.182878,0.92588,0.984906
full,26,0,<|im_start|>,1,37.9393,0.513094,0.0188803,0.984153,0.999946
full,26,1,system,0,13.629,0.233046,0.0354206,0.991442,0.999404
full,26,2,Ċ,1,66.2482,0.253788,0.00760433,0.996291,0.999978
full,26,3,You,0,8.82517,0.329426,0.0650363,0.974116,0.998173
full,26,4,Ġare,0,12.6227,0.446116,0.052914,0.982695,0.998728
full,26,5,ĠQ,0,7.75274,0.300181,0.0706702,0.967343,0.99797
full,26,6,wen,0,26.1943,0.222083,0.0179908,0.997603,0.999841
full,26,7,",",0,3.96044,0.524579,0.182878,0.92588,0.984906
full,27,0,<|im_start|>,1,38.2051,0.50059,0.0185191,1.01178,0.999899
full,27,1,system,0,13.5208,0.242188,0.0363976,0.997931,0.999338
full,27,2,Ċ,1,66.2477,0.28349,0.00803708,0.996136,0.999975
full,27,3,You,0,8.8306,0.336922,0.0657316,0.96813,0.998293
full,27,4,Ġare,0,12.6076,0.448722,0.0531319,0.980118,0.998762
full,27,5,ĠQ,0,7.74061,0.295221,0.0701938,0.967495,0.998
full,27,6,wen,0,26.2147,0.231955,0.018372,0.998918,0.999832
full,27,7,",",0,3.94036,0.509964,0.181231,0.927831,0.985107
full,28,0,<|im_start|>,1,38.1927,0.458216,0.0177237,0.986437,0.999934
full,28,1,system,0,13.6222,0.231334,0.0353079,0.991213,0.99941
full,28,2,Ċ,1,66.2482,0.253843,0.00760517,0.996401,0.999977
full,28,3,You,0,8.77148,0.327452,0.0652381,0.970932,0.998243
full,28,4,Ġare,0,12.6059,0.443346,0.0528197,0.982421,0.998737
full,28,5,ĠQ,0,7.74301,0.305749,0.0714123,0.964505,0.998009
full,28,6,wen,0,26.1885,0.23666,0.018576,0.996252,0.999834
full,28,7,",",0,3.96081,0.525023,0.182938,0.922715,0.985102
full,29,0,<|im_start|>,1,38.194,0.369167,0.015908,0.988115,0.999943
full,29,1,system,0,13.7473,0.252161,0.0365275,0.985739,0.999426
full,29,2,Ċ,1,66.9994,0.541471,0.0109829,0.990873,0.999981
full,29,3,You,0,8.82363,0.330941,0.065197,0.974366,0.998156
full,29,4,Ġare,0,12.6303,0.446012,0.0528761,0.984923,0.998696
full,29,5,ĠQ,0,7.72546,0.292375,0.0699916,0.969156,0.997963
full,29,6,wen,0,26.2457,0.22835,0.0182072,0.996077,0.999841
full,29,7,",",0,3.94076,0.510493,0.181307,0.927812,0.985093
full,30,0,<|im_start|>,1,38.194,0.369167,0.015908,0.988115,0.999943
full,30,1,system,0,13.7473,0.252161,0.0365275,0.985739,0.999426
full,30,2,Ċ,1,66.9994,0.541471,0.0109829,0.990873,0.999981
full,30,3,You,0,8.82363,0.330941,0.065197,0.974366,0.998156
full,30,4,Ġare,0,12.6303,0.446012,0.0528761,0.984923,0.998696
full,30,5,ĠQ,0,7.72546,0.292375,0.0699916,0.969156,0.997963
full,30,6,wen,0,26.2457,0.22835,0.0182072,0.996077,0.999841
full,30,7,",",0,3.94076,0.510493,0.181307,0.927812,0.985093
full,31,0,<|im_start|>,1,38.194,0.369167,0.015908,0.988115,0.999943
full,31,1,system,0,13.7473,0.252161,0.0365275,0.985739,0.999426
full,31,2,Ċ,1,66.9994,0.541471,0.0109829,0.990873,0.999981
full,31,3,You,0,8.82363,0.330941,0.065197,0.974366,0.998156
full,31,4,Ġare,0,12.6303,0.446012,0.0528761,0.984923,0.998696
full,31,5,ĠQ,0,7.72546,0.292375,0.0699916,0.969156,0.997963
full,31,6,wen,0,26.2457,0.22835,0.0182072,0.996077,0.999841
full,31,7,",",0,3.94076,0.510493,0.181307,0.927812,0.985093
full,32,0,<|im_start|>,1,38.2011,0.198933,0.0116755,0.999755,0.999932
full,32,1,system,0,13.5292,0.243333,0.0364609,0.998613,0.999335
full,32,2,Ċ,1,66.2071,0.537462,0.0110731,0.990965,0.999979
full,32,3,You,0,8.79821,0.331809,0.0654711,0.969023,0.998283
full,32,4,Ġare,0,12.6112,0.441538,0.05269,0.981149,0.998766
full,32,5,ĠQ,0,7.70708,0.288555,0.0696987,0.969839,0.997964
full,32,6,wen,0,26.259,0.245186,0.0188569,0.994628,0.999836
full,32,7,",",0,3.95156,0.511746,0.181033,0.927396,0.985173
full,33,0,<|im_start|>,1,38.2051,0.50059,0.0185191,1.01178,0.999899
full,33,1,system,0,13.5208,0.242188,0.0363976,0.997931,0.999338
full,33,2,Ċ,1,66.2477,0.28349,0.00803708,0.996136,0.999975
full,33,3,You,0,8.8306,0.336922,0.0657316,0.96813,0.998293
full,33,4,Ġare,0,12.6076,0.448722,0.0531319,0.980118,0.998762
full,33,5,ĠQ,0,7.74061,0.295221,0.0701938,0.967495,0.998
full,33,6,wen,0,26.2147,0.231955,0.018372,0.998918,0.999832
full,33,7,",",0,3.94036,0.509964,0.181231,0.927831,0.985107
full,34,0,<|im_start|>,1,37.6934,0.225917,0.0126098,0.994351,0.999936
full,34,1,system,0,13.669,0.269178,0.0379563,0.983233,0.99941
full,34,2,Ċ,1,66.286,0.369359,0.00916859,1.00008,0.999958
full,34,3,You,0,8.84409,0.334162,0.065362,0.971664,0.998215
full,34,4,Ġare,0,12.6265,0.443558,0.0527465,0.983739,0.99872
full,34,5,ĠQ,0,7.71139,0.293297,0.0702297,0.968607,0.997963
full,34,6,wen,0,26.1796,0.229267,0.0182897,0.9977,0.999835
full,34,7,",",0,3.95597,0.512841,0.181025,0.927372,0.985176
full,35,0,<|im_start|>,1,38.194,0.369167,0.015908,0.988115,0.999943
full,35,1,system,0,13.7473,0.252161,0.0365275,0.985739,0.999426
full,35,2,Ċ,1,66.9994,0.541471,0.0109829,0.990873,0.999981
full,35,3,You,0,8.82363,0.330941,0.065197,0.974366,0.998156
full,35,4,Ġare,0,12.6303,0.446012,0.0528761,0.984923,0.998696
full,35,5,ĠQ,0,7.72546,0.292375,0.0699916,0.969156,0.997963
full,35,6,wen,0,26.2457,0.22835,0.0182072,0.996077,0.999841
full,35,7,",",0,3.94076,0.510493,0.181307,0.927812,0.985093
full,36,0,<|im_start|>,1,37.9393,0.513094,0.0188803,0.984153,0.999946
full,36,1,system,0,13.629,0.233046,0.0354206,0.991442,0.999404
full,36,2,Ċ,1,66.2482,0.253788,0.00760433,0.996291,0.999978
full,36,3,You,0,8.82517,0.329426,0.0650363,0.974116,0.998173
full,36,4,Ġare,0,12.6227,0.446116,0.052914,0.982695,0.998728
full,36,5,ĠQ,0,7.75274,0.300181,0.0706702,0.967343,0.99797
full,36,6,wen,0,26.1943,0.222083,0.0179908,0.997603,0.999841
full,36,7,",",0,3.96044,0.524579,0.182878,0.92588,0.984906
full,37,0,<|im_start|>,1,37.9393,0.513094,0.0188803,0.984153,0.999946
full,37,1,system,0,13.629,0.233046,0.0354206,0.991442,0.999404
full,37,2,Ċ,1,66.2482,0.253788,0.00760433,0.996291,0.999978
full,37,3,You,0,8.82517,0.329426,0.0650363,0.974116,0.998173
full,37,4,Ġare,0,12.6227,0.446116,0.052914,0.982695,0.998728
full,37,5,ĠQ,0,7.75274,0.300181,0.0706702,0.967343,0.99797
full,37,6,wen,0,26.1943,0.222083,0.0179908,0.997603,0.999841
full,37,7,",",0,3.96044,0.524579,0.182878,0.92588,0.984906
full,38,0,<|im_start|>,1,37.9418,0.355439,0.0157132,0.98812,0.999946
full,38,1,system,0,13.6851,0.238657,0.0356976,0.988185,0.999426
full,38,2,Ċ,1,66.5262,0.218561,0.00702738,0.998318,0.999977
full,38,3,You,0,8.81917,0.331244,0.0652599,0.974123,0.998158
full,38,4,Ġare,0,12.562,0.440935,0.0528601,0.984864,0.998698
full,38,5,ĠQ,0,7.74951,0.296046,0.0702111,0.967765,0.99799
full,38,6,wen,0,26.2251,0.234479,0.0184644,0.995472,0.999839
full,38,7,",",0,3.94111,0.509319,0.181083,0.929101,0.985059
full,39,0,<|im_start|>,1,38.2051,0.50059,0.0185191,1.01178,0.999899
full,39,1,system,0,13.5208,0.242188,0.0363976,0.997931,0.999338
full,39,2,Ċ,1,66.2477,0.28349,0.00803708,0.996136,0.999975
full,39,3,You,0,8.8306,0.336922,0.0657316,0.96813,0.998293
full,39,4,Ġare,0,12.6076,0.448722,0.0531319,0.980118,0.998762
full,39,5,ĠQ,0,7.74061,0.295221,0.0701938,0.967495,0.998
full,39,6,wen,0,26.2147,0.231955,0.018372,0.998918,0.999832
full,39,7,",",0,3.94036,0.509964,0.181231,0.927831,0.985107
full,40,0,<|im_start|>,1,38.194,0.369167,0.015908,0.988115,0.999943
full,40,1,system,0,13.7473,0.252161,0.0365275,0.985739,0.999426
full,40,2,Ċ,1,66.9994,0.541471,0.0109829,0.990873,0.999981
full,40,3,You,0,8.82363,0.330941,0.065197,0.974366,0.998156
full,40,4,Ġare,0,12.6303,0.446012,0.0528761,0.984923,0.998696
full,40,5,ĠQ,0,7.72546,0.292375,0.0699916,0.969156,0.997963
full,40,6,wen,0,26.2457,0.22835,0.0182072,0.996077,0.999841
full,40,7,",",0,3.94076,0.510493,0.181307,0.927812,0.985093
full,41,0,<|im_start|>,1,38.194,0.369167,0.015908,0.988115,0.999943
full,41,1,system,0,13.7473,0.252161,0.0365275,0.985739,0.999426
full,41,2,Ċ,1,66.9994,0.541471,0.0109829,0.990873,0.999981
full,41,3,You,0,8.82363,0.330941,0.065197,0.974366,0.998156
full,41,4,Ġare,0,12.6303,0.446012,0.0528761,0.984923,0.998696
full,41,5,ĠQ,0,7.72546,0.292375,0.0699916,0.969156,0.997963
full,41,6,wen,0,26.2457,0.22835,0.0182072,0.996077,0.999841
full,41,7,",",0,3.94076,0.510493,0.181307,0.927812,0.985093
full,42,0,<|im_start|>,1,38.1927,0.458216,0.0177237,0.986437,0.999934
full,42,1,system,0,13.6222,0.231334,0.0353079,0.991213,0.99941
full,42,2,Ċ,1,66.2482,0.253843,0.00760517,0.996401,0.999977
full,42,3,You,0,8.77148,0.327452,0.0652381,0.970932,0.998243
full,42,4,Ġare,0,12.6059,0.443346,0.0528197,0.982421,0.998737
full,42,5,ĠQ,0,7.74301,0.305749,0.0714123,0.964505,0.998009
full,42,6,wen,0,26.1885,0.23666,0.018576,0.996252,0.999834
full,42,7,",",0,3.96081,0.525023,0.182938,0.922715,0.985102
full,43,0,<|im_start|>,1,37.9393,0.513094,0.0188803,0.984153,0.999946
full,43,1,system,0,13.629,0.233046,0.0354206,0.991442,0.999404
full,43,2,Ċ,1,66.2482,0.253788,0.00760433,0.996291,0.999978
full,43,3,You,0,8.82517,0.329426,0.0650363,0.974116,0.998173
full,43,4,Ġare,0,12.6227,0.446116,0.052914,0.982695,0.998728
full,43,5,ĠQ,0,7.75274,0.300181,0.0706702,0.967343,0.99797
full,43,6,wen,0,26.1943,0.222083,0.0179908,0.997603,0.999841
full,43,7,",",0,3.96044,0.524579,0.182878,0.92588,0.984906
full,44,0,<|im_start|>,1,37.6934,0.225917,0.0126098,0.994351,0.999936
full,44,1,system,0,13.669,0.269178,0.0379563,0.983233,0.99941
full,44,2,Ċ,1,66.286,0.369359,0.00916859,1.00008,0.999958
full,44,3,You,0,8.84409,0.334162,0.065362,0.971664,0.998215
full,44,4,Ġare,0,12.6265,0.443558,0.0527465,0.983739,0.99872
full,44,5,ĠQ,0,7.71139,0.293297,0.0702297,0.968607,0.997963
full,44,6,wen,0,26.1796,0.229267,0.0182897,0.9977,0.999835
full,44,7,",",0,3.95597,0.512841,0.181025,0.927372,0.985176
full,45,0,<|im_start|>,1,37.9393,0.513094,0.0188803,0.984153,0.999946
full,45,1,system,0,13.629,0.233046,0.0354206,0.991442,0.999404
full,45,2,Ċ,1,66.2482,0.253788,0.00760433,0.996291,0.999978
full,45,3,You,0,8.82517,0.329426,0.0650363,0.974116,0.998173
full,45,4,Ġare,0,12.6227,0.446116,0.052914,0.982695,0.998728
full,45,5,ĠQ,0,7.75274,0.300181,0.0706702,0.967343,0.99797
full,45,6,wen,0,26.1943,0.222083,0.0179908,0.997603,0.999841
full,45,7,",",0,3.96044,0.524579,0.182878,0.92588,0.984906
