hessian,prompt,pos,token,is_sink,znorm,r_sq,amp,pred_ratio,cos_pred
full,6,7,▁paragraph,0,1.06195,1.21248,1.03689,0.324415,0.0464018
full,7,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,7,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,7,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,7,3,▁Write,0,0.810876,2.22188,1.83825,1.5147,-0.0280167
full,7,4,▁me,0,1.30297,1.94283,1.06975,0.377675,-0.00229014
full,7,5,▁a,0,0.901886,3.92562,2.19686,1.97652,0.0203429
full,7,6,▁resume,0,1.29906,5.08428,1.73574,1.42136,0.00262664
full,7,7,▁for,0,0.928559,8.76311,3.18801,2.70162,-0.345099
full,8,0,<s>,1,798.841,19.5563,0.00553584,0.995057,0.999997
full,8,1,<s>,1,798.841,19.5563,0.00553584,0.995057,0.999997
full,8,2,[INST],0,1.18265,6.86101,2.21481,2.03159,0.0546272
full,8,3,▁Write,0,0.810599,2.24809,1.8497,1.52917,-0.0271455
full,8,4,▁a,0,1.20847,1.61669,1.05215,0.408099,0.0729408
full,8,5,▁letter,0,0.86973,1.6427,1.47365,0.995987,-0.0901879
full,8,6,▁to,0,1.51329,82.8899,6.01629,5.47363,-0.478209
full,8,7,▁a,0,0.926528,2.45567,1.69132,1.37799,0.0138948
full,9,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,9,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,9,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,9,3,▁Write,0,0.810876,2.22188,1.83825,1.5147,-0.0280167
full,9,4,▁a,0,1.20936,1.5557,1.03135,0.349597,0.083705
full,9,5,▁long,0,0.987703,2.44301,1.58247,1.27461,0.047237
full,9,6,▁email,0,0.950059,0.909804,1.00398,0.0824584,-0.00708436
full,9,7,▁template,0,1.00865,10.2041,3.16699,2.75048,-0.266265
full,10,0,<s>,1,798.841,19.5563,0.00553584,0.995057,0.999997
full,10,1,<s>,1,798.841,19.5563,0.00553584,0.995057,0.999997
full,10,2,[INST],0,1.18265,6.86101,2.21481,2.03159,0.0546272
full,10,3,▁Write,0,0.810599,2.24809,1.8497,1.52917,-0.0271455
full,10,4,▁a,0,1.20847,1.61669,1.05215,0.408099,0.0729408
full,10,5,▁blog,0,0.85959,0.904167,1.1062,0.59377,0.108535
full,10,6,▁post,0,1.34619,1.83033,1.00498,0.104872,0.00481529
full,10,7,▁with,0,1.14989,21.437,4.02647,3.47927,-0.446521
full,11,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,11,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,11,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,11,3,▁Can,0,0.871078,0.745645,0.991309,0.174447,0.136827
full,11,4,▁you,0,1.36397,2.45324,1.14832,0.635933,0.0674291
full,11,5,▁help,0,1.08453,1.27246,1.04011,0.35041,0.0584343
full,11,6,▁me,0,1.35491,6.88545,1.93667,1.64045,-0.0181701
full,11,7,▁make,0,0.827941,3.46755,2.24912,2.01093,-0.00365559
full,12,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,12,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,12,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,12,3,▁Write,0,0.810876,2.22188,1.83825,1.5147,-0.0280167
full,12,4,▁a,0,1.20936,1.5557,1.03135,0.349597,0.083705
full,12,5,▁story,0,0.942665,0.918229,1.01652,0.141688,-0.0467483
full,12,6,▁of,0,1.27378,3.20977,1.4065,0.850302,-0.150088
full,12,7,▁exactly,0,0.877724,1.54525,1.41626,1.05698,0.0527063
full,13,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,13,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,13,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,13,3,▁Write,0,0.810876,2.22188,1.83825,1.5147,-0.0280167
full,13,4,▁a,0,1.20936,1.5557,1.03135,0.349597,0.083705
full,13,5,▁detailed,0,0.944615,3.27255,1.91509,1.67642,0.0425945
full,13,6,▁review,0,0.876882,1.10375,1.1981,0.80764,0.134236
full,13,7,▁of,0,1.34309,22.9071,3.56353,3.03238,-0.412782
full,14,0,<s>,1,798.841,19.5563,0.00553584,0.995057,0.999997
full,14,1,<s>,1,798.841,19.5563,0.00553584,0.995057,0.999997
full,14,2,[INST],0,1.18265,6.86101,2.21481,2.03159,0.0546272
full,14,3,▁Write,0,0.810599,2.24809,1.8497,1.52917,-0.0271455
full,14,4,▁a,0,1.20847,1.61669,1.05215,0.408099,0.0729408
full,14,5,▁short,0,0.844046,0.789916,1.05299,0.219993,-0.137256
full,14,6,▁blog,0,1.00224,1.03933,1.0172,0.13669,-0.0585733
full,14,7,▁post,0,1.30643,1.83924,1.03809,0.283062,0.00442244
full,15,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,15,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,15,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,15,3,▁Please,0,0.877935,13.8581,4.24024,4.00839,-0.113813
full,15,4,▁provide,0,0.964978,1.31895,1.19014,0.654567,0.0091886
full,15,5,▁the,0,1.01595,1.01939,0.993792,0.28421,0.163879
full,15,6,▁names,0,0.915923,1.65388,1.40408,1.05857,0.0704331
full,15,7,▁of,0,1.3249,7.08179,2.00858,1.53099,-0.225493
full,16,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,16,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,16,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,16,3,▁What,0,0.833373,3.46528,2.23372,2.03002,0.0323812
full,16,4,▁is,0,1.2865,2.56415,1.24469,0.803922,0.0603542
full,16,5,▁a,0,1.20216,3.73077,1.6067,1.25819,0.00061756
full,16,6,▁name,0,0.969717,1.34121,1.19427,0.601618,-0.0534718
full,16,7,▁that,0,1.0165,12.7475,3.5124,2.99503,-0.395106
full,17,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,17,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,17,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,17,3,▁Write,0,0.810876,2.22188,1.83825,1.5147,-0.0280167
full,17,4,▁two,0,0.949121,0.955441,1.02986,0.304485,0.0526964
full,17,5,▁jokes,0,1.17526,62.3915,6.72092,6.1748,-0.489289
full,17,6,▁about,0,0.900682,1.51137,1.36494,0.934965,0.00593574
full,17,7,▁rock,0,0.760342,1.60839,1.66796,1.10235,-0.257141
full,18,0,<s>,1,798.841,19.5563,0.00553584,0.995057,0.999997
full,18,1,<s>,1,798.841,19.5563,0.00553584,0.995057,0.999997
full,18,2,[INST],0,1.18265,6.86101,2.21481,2.03159,0.0546272
full,18,3,▁Are,0,0.926351,2.6958,1.77243,1.47053,0.00712445
full,18,4,▁h,0,0.770735,1.13422,1.3818,1.0795,0.118555
full,18,5,amb,0,1.13647,2.35336,1.34986,0.759682,-0.161249
full,18,6,urg,0,1.28163,2.81627,1.30941,0.890324,0.0438727
full,18,7,ers,0,1.48218,23.5053,3.271,2.86772,-0.257291
full,19,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,19,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,19,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,19,3,▁make,0,0.884427,1.36013,1.31864,0.883211,0.0233465
full,19,4,▁a,0,1.15077,1.72232,1.14042,0.568116,0.0195263
full,19,5,▁twe,0,0.762929,2.22753,1.95626,1.76,0.0768884
full,19,6,et,0,0.910369,2.43874,1.7154,1.29063,-0.107259
full,19,7,▁for,0,1.13268,38.7367,5.49485,4.91541,-0.511873
full,20,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,20,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,20,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,20,3,▁Write,0,0.810876,2.22188,1.83825,1.5147,-0.0280167
full,20,4,▁a,0,1.20936,1.5557,1.03135,0.349597,0.083705
full,20,5,▁poem,0,1.13141,2.50816,1.39977,0.966649,-0.0129056
full,20,6,▁about,0,0.996406,2.46158,1.5746,1.23667,0.0202065
full,20,7,▁how,0,0.950346,4.19966,2.15638,1.91746,0.00695328
full,21,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,21,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,21,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,21,3,▁Given,0,0.873692,2.22705,1.70807,1.3772,-0.00755922
full,21,4,▁the,0,0.988753,1.90639,1.39643,0.98449,0.00975729
full,21,5,▁sentence,0,0.95495,1.36302,1.22256,0.717899,0.0144345
full,21,6,"▁""",0,1.00864,1.17294,1.07375,0.393213,0.00214352
full,21,7,It,0,0.74624,0.821886,1.21486,0.726141,0.0353857
full,22,0,<s>,1,798.839,18.3954,0.00536902,0.995249,0.999997
full,22,1,<s>,1,798.839,18.3954,0.00536902,0.995249,0.999997
full,22,2,[INST],0,1.1873,6.67449,2.17594,1.99006,0.0566843
full,22,3,▁Write,0,0.810012,2.31817,1.87967,1.56331,-0.0285375
full,22,4,▁a,0,1.20638,1.65951,1.06784,0.446333,0.0660239
full,22,5,▁short,0,0.84363,0.778936,1.04616,0.211499,-0.117545
full,22,6,▁startup,0,0.972564,1.45607,1.24072,0.632921,-0.109643
full,22,7,▁pitch,0,0.89306,0.810321,1.00797,0.1065,-0.0218877
full,23,0,<s>,1,798.841,19.5563,0.00553584,0.995057,0.999997
full,23,1,<s>,1,798.841,19.5563,0.00553584,0.995057,0.999997
full,23,2,[INST],0,1.18265,6.86101,2.21481,2.03159,0.0546272
full,23,3,▁Write,0,0.810599,2.24809,1.8497,1.52917,-0.0271455
full,23,4,▁a,0,1.20847,1.61669,1.05215,0.408099,0.0729408
full,23,5,▁logic,0,0.99366,1.7372,1.32644,0.851419,-0.0202737
full,23,6,▁qu,0,0.975759,4.40388,2.15068,1.85791,-0.0467165
full,23,7,iz,0,1.51332,2.31028,1.00439,0.100268,0.00626658
full,24,0,<s>,1,798.841,19.5563,0.00553584,0.995057,0.999997
full,24,1,<s>,1,798.841,19.5563,0.00553584,0.995057,0.999997
full,24,2,[INST],0,1.18265,6.86101,2.21481,2.03159,0.0546272
full,24,3,▁Write,0,0.810599,2.24809,1.8497,1.52917,-0.0271455
full,24,4,▁a,0,1.20847,1.61669,1.05215,0.408099,0.0729408
full,24,5,▁,0,34.6264,3387.05,1.68075,2.66551,0.990436
full,24,6,4,0,0.763138,0.641202,1.04929,0.295279,-0.0233914
full,24,7,▁section,0,1.00946,1.83071,1.34036,0.892299,-0.000211287
full,25,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,25,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,25,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,25,3,▁Write,0,0.810876,2.22188,1.83825,1.5147,-0.0280167
full,25,4,▁the,0,1.18408,1.36679,0.98735,0.142969,0.159407
full,25,5,▁lyrics,0,0.901713,0.902072,1.0533,0.263978,-0.0753051
full,25,6,▁to,0,1.13664,18.8537,3.82011,3.22981,-0.489437
full,25,7,▁a,0,0.794482,2.36075,1.93393,1.67113,0.015732
full,26,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,26,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,26,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,26,3,▁Expl,0,0.841605,3.13142,2.10263,1.78309,-0.0677572
full,26,4,ain,0,1.06772,3.41278,1.7302,1.40039,-0.0116117
full,26,5,▁in,0,1.33382,32.5228,4.27559,3.80571,-0.367511
full,26,6,▁French,0,1.01381,15.8999,3.93316,3.60798,-0.201249
full,26,7,▁why,0,0.867337,2.70766,1.89718,1.59914,-0.0131513
full,27,0,<s>,1,798.839,20.1712,0.0056222,0.994962,0.999997
full,27,1,<s>,1,798.839,20.1712,0.0056222,0.994962,0.999997
full,27,2,[INST],0,1.18106,6.81145,2.20977,2.02604,0.0547249
full,27,3,▁Write,0,0.810378,2.21245,1.83548,1.51142,-0.0279858
full,27,4,▁a,0,1.20993,1.5875,1.04135,0.379112,0.0782312
full,27,5,▁funny,0,0.966136,7.28178,2.79306,2.60999,0.00208185
full,27,6,▁ha,0,1.03599,1.08642,1.00611,0.222307,0.0835949
full,27,7,iku,0,1.49117,2.44259,1.04809,0.293248,-0.0213051
full,28,0,<s>,1,798.837,24.2842,0.00616885,0.994327,0.999997
full,28,1,<s>,1,798.837,24.2842,0.00616885,0.994327,0.999997
full,28,2,[INST],0,1.18766,6.67441,2.17527,1.98931,0.0566864
full,28,3,▁R,0,0.782842,2.43896,1.99493,1.69562,-0.030853
full,28,4,ew,0,1.49334,51.0829,4.78608,4.37162,-0.319728
full,28,5,rite,0,3.8818,51.4933,1.8486,2.62895,0.854722
full,28,6,▁the,0,1.02442,1.03879,0.994912,0.234663,0.138958
full,28,7,▁following,0,0.924682,1.24542,1.20688,0.708365,0.0319118
full,29,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,29,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,29,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,29,3,▁What,0,0.833373,3.46528,2.23372,2.03002,0.0323812
full,29,4,▁are,0,1.50618,2.37171,1.02248,0.301772,0.0755689
full,29,5,▁the,0,1.18207,3.57058,1.59854,1.23669,-0.0104913
full,29,6,▁advantages,0,1.14381,27.4963,4.58439,4.07422,-0.419393
full,29,7,▁and,0,2.32853,285.374,7.25479,7.87369,0.658077
full,30,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,30,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,30,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,30,3,▁Write,0,0.810876,2.22188,1.83825,1.5147,-0.0280167
full,30,4,▁a,0,1.20936,1.5557,1.03135,0.349597,0.083705
full,30,5,▁social,0,0.794239,6.38371,3.18116,2.67324,-0.369129
full,30,6,▁media,0,1.75278,19.2517,2.50327,2.17023,-0.128197
full,30,7,▁post,0,1.02872,1.24481,1.08456,0.454487,0.0333242
full,31,0,<s>,1,798.841,19.5563,0.00553584,0.995057,0.999997
full,31,1,<s>,1,798.841,19.5563,0.00553584,0.995057,0.999997
full,31,2,[INST],0,1.18265,6.86101,2.21481,2.03159,0.0546272
full,31,3,▁Write,0,0.810599,2.24809,1.8497,1.52917,-0.0271455
full,31,4,▁a,0,1.20847,1.61669,1.05215,0.408099,0.0729408
full,31,5,▁rub,0,0.802609,1.38023,1.46376,1.10571,0.0361745
full,31,6,ric,0,1.38539,26.0296,3.68265,3.27934,-0.27565
full,31,7,▁for,0,1.20925,54.2394,6.09031,5.51608,-0.51348
full,32,0,<s>,1,798.841,19.5563,0.00553584,0.995057,0.999997
full,32,1,<s>,1,798.841,19.5563,0.00553584,0.995057,0.999997
full,32,2,[INST],0,1.18265,6.86101,2.21481,2.03159,0.0546272
full,32,3,▁Write,0,0.810599,2.24809,1.8497,1.52917,-0.0271455
full,32,4,▁a,0,1.20847,1.61669,1.05215,0.408099,0.0729408
full,32,5,▁r,0,0.78988,2.77539,2.10912,1.91963,0.0616261
full,32,6,iddle,0,1.17195,10.7475,2.79735,2.49266,-0.122727
full,32,7,▁for,0,1.02543,18.1455,4.1541,3.63466,-0.418996
full,33,0,<s>,1,798.837,24.7065,0.00622225,0.994272,0.999997
full,33,1,<s>,1,798.837,24.7065,0.00622225,0.994272,0.999997
full,33,2,[INST],0,1.18733,6.67492,2.17596,1.98989,0.056493
full,33,3,▁Write,0,0.809892,2.21865,1.83915,1.51695,-0.0268114
full,33,4,▁a,0,1.2107,1.68599,1.07249,0.457206,0.0643129
full,33,5,▁template,0,0.788155,6.79634,3.3077,2.8656,-0.301711
full,33,6,▁for,0,1.10721,14.6678,3.45903,2.95147,-0.381791
full,33,7,▁a,0,0.933876,2.87962,1.8171,1.55738,0.0396819
full,34,0,<s>,1,798.84,18.6682,0.00540868,0.995187,0.999997
full,34,1,<s>,1,798.84,18.6682,0.00540868,0.995187,0.999997
full,34,2,[INST],0,1.18278,6.81259,2.20674,2.02278,0.0548552
full,34,3,▁Expl,0,0.840707,3.10406,2.09566,1.77588,-0.0670198
full,34,4,ain,0,1.06365,3.41376,1.73707,1.40874,-0.0116615
full,34,5,▁why,0,1.14134,1.45255,1.05597,0.361754,0.021836
full,34,6,▁people,0,0.93587,1.99352,1.50867,0.94265,-0.205537
full,34,7,▁are,0,0.844562,0.70357,0.993167,0.209182,0.137144
full,35,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,35,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,35,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,35,3,▁Can,0,0.871078,0.745645,0.991309,0.174447,0.136827
full,35,4,▁you,0,1.36397,2.45324,1.14832,0.635933,0.0674291
full,35,5,▁give,0,0.877521,0.972446,1.12376,0.58334,0.0663761
full,35,6,▁me,0,1.2484,5.94985,1.95388,1.66754,-0.011081
full,35,7,▁two,0,0.865603,1.86338,1.577,1.21796,-0.00143912
full,36,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,36,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,36,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,36,3,▁What,0,0.833373,3.46528,2.23372,2.03002,0.0323812
full,36,4,▁happened,0,1.04178,1.4978,1.17477,0.685435,0.0654672
full,36,5,▁when,0,1.02892,4.25882,2.00569,1.72504,-0.0136355
full,36,6,▁the,0,0.739655,0.946213,1.31512,0.949673,0.0907351
full,36,7,▁T,0,0.694727,0.923202,1.38304,1.39566,0.370821
full,37,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,37,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,37,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,37,3,▁What,0,0.833373,3.46528,2.23372,2.03002,0.0323812
full,37,4,▁sent,0,1.06681,5.53022,2.20437,1.77593,-0.198583
full,37,5,iments,0,1.01115,8.86334,2.94431,2.54003,-0.2396
full,37,6,▁existed,0,1.04423,1.26032,1.07509,0.29886,-0.111255
full,37,7,▁in,0,0.873849,2.22526,1.70708,1.08705,-0.336891
full,38,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,38,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,38,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,38,3,▁Write,0,0.810876,2.22188,1.83825,1.5147,-0.0280167
full,38,4,▁an,0,1.16849,1.70132,1.11627,0.545542,0.0472504
full,38,5,▁ad,0,0.886073,8.19324,3.23041,3.13308,0.0607392
full,38,6,▁copy,0,1.13582,4.13559,1.79044,1.41418,-0.0727533
full,38,7,▁for,0,1.09693,28.5484,4.87093,4.29369,-0.499592
full,39,0,<s>,1,798.839,20.0402,0.00560392,0.994984,0.999997
full,39,1,<s>,1,798.839,20.0402,0.00560392,0.994984,0.999997
full,39,2,[INST],0,1.18162,6.88412,2.22049,2.03779,0.0544745
full,39,3,▁Which,0,1.09833,5.70141,2.174,1.88346,-0.0474823
full,39,4,▁one,0,1.36708,2.20302,1.08571,0.445038,0.0216655
full,39,5,▁is,0,1.26988,1.63323,1.00638,0.2287,0.0863775
full,39,6,▁a,0,0.810696,2.44239,1.92774,1.66082,0.0126865
full,39,7,▁better,0,0.978553,1.36599,1.19437,0.652698,-0.000391111
full,40,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,40,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,40,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,40,3,▁Write,0,0.810876,2.22188,1.83825,1.5147,-0.0280167
full,40,4,▁a,0,1.20936,1.5557,1.03135,0.349597,0.083705
full,40,5,▁blog,0,0.859928,0.881055,1.09154,0.562411,0.110995
full,40,6,▁post,0,1.35272,1.8534,1.00641,0.117076,0.00357137
full,40,7,▁about,0,1.06173,4.33915,1.96196,1.71186,0.023711
full,41,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,41,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,41,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,41,3,▁Write,0,0.810876,2.22188,1.83825,1.5147,-0.0280167
full,41,4,▁a,0,1.20936,1.5557,1.03135,0.349597,0.083705
full,41,5,▁poem,0,1.13141,2.50816,1.39977,0.966649,-0.0129056
full,41,6,▁about,0,0.996406,2.46158,1.5746,1.23667,0.0202065
full,41,7,▁two,0,0.74963,1.51186,1.64025,1.31541,0.015165
full,42,0,<s>,1,798.837,24.2842,0.00616885,0.994327,0.999997
full,42,1,<s>,1,798.837,24.2842,0.00616885,0.994327,0.999997
full,42,2,[INST],0,1.18766,6.67441,2.17527,1.98931,0.0566864
full,42,3,▁How,0,0.839512,1.00915,1.19661,0.714504,0.0550381
full,42,4,▁many,0,1.31504,4.10122,1.53999,1.18665,0.0154063
full,42,5,▁feet,0,1.10805,41.1118,5.78659,5.26931,-0.447784
full,42,6,▁off,0,1.14641,1.6948,1.13558,0.509872,-0.0290026
full,42,7,▁the,0,0.798392,2.32729,1.91077,1.61329,-0.014987
full,43,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,43,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,43,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,43,3,▁Write,0,0.810876,2.22188,1.83825,1.5147,-0.0280167
full,43,4,▁an,0,1.16849,1.70132,1.11627,0.545542,0.0472504
full,43,5,▁advertis,0,0.728372,3.11724,2.424,2.26247,0.0537021
full,43,6,ement,0,0.842788,0.78058,1.04831,0.359629,0.042232
full,43,7,▁for,0,1.17506,28.3384,4.53031,3.98571,-0.456356
full,44,0,<s>,1,798.839,17.4393,0.00522764,0.995392,0.999997
full,44,1,<s>,1,798.839,17.4393,0.00522764,0.995392,0.999997
full,44,2,[INST],0,1.18823,6.72188,2.18194,1.99636,0.0562479
full,44,3,▁Write,0,0.810878,2.21598,1.83581,1.51311,-0.0266698
full,44,4,▁a,0,1.21341,1.7133,1.07872,0.472118,0.0627578
full,44,5,▁funny,0,0.969234,7.33376,2.79405,2.61249,0.00351372
full,44,6,▁post,0,1.00458,1.67216,1.28722,0.827474,0.0167803
full,44,7,▁for,0,1.2592,48.6662,5.54011,4.99676,-0.472829
full,45,0,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,45,1,<s>,1,798.841,19.4493,0.00552066,0.995073,0.999997
full,45,2,[INST],0,1.182,6.8505,2.21433,2.03113,0.0547045
full,45,3,▁Can,0,0.871078,0.745645,0.991309,0.174447,0.136827
full,45,4,▁you,0,1.36397,2.45324,1.14832,0.635933,0.0674291
full,45,5,▁give,0,0.877521,0.972446,1.12376,0.58334,0.0663761
full,45,6,▁me,0,1.2484,5.94985,1.95388,1.66754,-0.011081
