hessian,prompt,pos,token,is_sink,znorm,r_sq,amp,pred_ratio,cos_pred
full,15,1,<|begin_of_text|>,1,480.895,5.31309,0.00479317,0.999011,0.999989
full,15,2,<|start_header_id|>,0,2.18303,1.87309,0.626931,0.607844,0.803193
full,15,3,system,0,1.06979,0.729987,0.798653,0.451144,0.626945
full,15,4,<|end_header_id|>,0,0.924027,6.47027,2.75281,2.75773,0.18622
full,15,5,ĊĊ,0,1.01042,0.723749,0.841963,0.511214,0.54032
full,15,6,Cut,0,0.900442,0.523995,0.803911,0.244264,0.8462
full,15,7,ting,0,1.01186,0.623299,0.780237,0.371279,0.712508
full,16,0,<|begin_of_text|>,1,480.895,5.04247,0.00466951,0.999036,0.99999
full,16,1,<|begin_of_text|>,1,480.895,5.04247,0.00466951,0.999036,0.99999
full,16,2,<|start_header_id|>,0,2.1858,1.84751,0.621847,0.601584,0.810535
full,16,3,system,0,1.07012,0.726593,0.79655,0.446659,0.632487
full,16,4,<|end_header_id|>,0,0.928443,6.61298,2.76977,2.7715,0.182137
full,16,5,ĊĊ,0,1.0107,0.722803,0.841175,0.509753,0.541706
full,16,6,Cut,0,0.9007,0.524795,0.804294,0.243626,0.846511
full,16,7,ting,0,1.0117,0.621241,0.779071,0.3661,0.719854
full,17,0,<|begin_of_text|>,1,480.895,4.98938,0.00464486,0.999045,0.99999
full,17,1,<|begin_of_text|>,1,480.895,4.98938,0.00464486,0.999045,0.99999
full,17,2,<|start_header_id|>,0,2.18401,1.84499,0.621931,0.601422,0.810505
full,17,3,system,0,1.06938,0.726576,0.797096,0.448105,0.63092
full,17,4,<|end_header_id|>,0,0.928421,6.64116,2.77573,2.77589,0.180279
full,17,5,ĊĊ,0,1.01053,0.720678,0.840085,0.508427,0.543593
full,17,6,Cut,0,0.900581,0.523715,0.803571,0.244767,0.846079
full,17,7,ting,0,1.01256,0.624112,0.780209,0.370324,0.713448
full,18,0,<|begin_of_text|>,1,480.895,6.51739,0.00530868,0.998889,0.999987
full,18,1,<|begin_of_text|>,1,480.895,6.51739,0.00530868,0.998889,0.999987
full,18,2,<|start_header_id|>,0,2.18391,1.84385,0.621767,0.601695,0.810579
full,18,3,system,0,1.06968,0.7265,0.796824,0.44745,0.631672
full,18,4,<|end_header_id|>,0,0.928152,6.63022,2.77424,2.77557,0.181468
full,18,5,ĊĊ,0,1.01169,0.729868,0.844451,0.515523,0.536024
full,18,6,Cut,0,0.899934,0.520957,0.80203,0.247481,0.844501
full,18,7,ting,0,1.01256,0.621628,0.778653,0.364356,0.722445
full,19,0,<|begin_of_text|>,1,480.895,4.98925,0.0046448,0.999045,0.99999
full,19,1,<|begin_of_text|>,1,480.895,4.98925,0.0046448,0.999045,0.99999
full,19,2,<|start_header_id|>,0,2.18601,1.87597,0.626557,0.60556,0.804321
full,19,3,system,0,1.06992,0.726664,0.796735,0.448082,0.63157
full,19,4,<|end_header_id|>,0,0.93264,6.78259,2.79244,2.79625,0.182623
full,19,5,ĊĊ,0,1.01159,0.716527,0.836784,0.501475,0.549648
full,19,6,Cut,0,0.901733,0.526901,0.804983,0.242854,0.846149
full,19,7,ting,0,1.01175,0.622712,0.779956,0.368424,0.715758
full,20,0,<|begin_of_text|>,1,480.895,5.30994,0.00479175,0.999011,0.999989
full,20,1,<|begin_of_text|>,1,480.895,5.30994,0.00479175,0.999011,0.999989
full,20,2,<|start_header_id|>,0,2.18742,1.84964,0.621743,0.599588,0.811341
full,20,3,system,0,1.06948,0.727033,0.797267,0.448506,0.630451
full,20,4,<|end_header_id|>,0,0.921628,6.39755,2.74442,2.74857,0.186059
full,20,5,ĊĊ,0,1.01076,0.729236,0.844861,0.516589,0.535313
full,20,6,Cut,0,0.900532,0.526597,0.805824,0.242101,0.845228
full,20,7,ting,0,1.01143,0.620128,0.778585,0.363918,0.723023
full,21,0,<|begin_of_text|>,1,480.895,5.30994,0.00479175,0.999011,0.999989
full,21,1,<|begin_of_text|>,1,480.895,5.30994,0.00479175,0.999011,0.999989
full,21,2,<|start_header_id|>,0,2.18742,1.84964,0.621743,0.599588,0.811341
full,21,3,system,0,1.06948,0.727033,0.797267,0.448506,0.630451
full,21,4,<|end_header_id|>,0,0.921628,6.39755,2.74442,2.74857,0.186059
full,21,5,ĊĊ,0,1.01076,0.729236,0.844861,0.516589,0.535313
full,21,6,Cut,0,0.900532,0.526597,0.805824,0.242101,0.845228
full,21,7,ting,0,1.01143,0.620128,0.778585,0.363918,0.723023
full,22,0,<|begin_of_text|>,1,480.895,5.86802,0.00503727,0.998957,0.999988
full,22,1,<|begin_of_text|>,1,480.895,5.86802,0.00503727,0.998957,0.999988
full,22,2,<|start_header_id|>,0,2.18994,1.84821,0.620787,0.599534,0.812351
full,22,3,system,0,1.06936,0.724489,0.795963,0.446188,0.633731
full,22,4,<|end_header_id|>,0,0.926597,6.60144,2.77286,2.7752,0.182507
full,22,5,ĊĊ,0,1.01024,0.721311,0.840694,0.508223,0.542601
full,22,6,Cut,0,0.900318,0.524009,0.804032,0.244121,0.846154
full,22,7,ting,0,1.01203,0.62022,0.778181,0.362604,0.725193
full,23,0,<|begin_of_text|>,1,480.895,4.98944,0.00464489,0.999045,0.99999
full,23,1,<|begin_of_text|>,1,480.895,4.98944,0.00464489,0.999045,0.99999
full,23,2,<|start_header_id|>,0,2.18546,1.84728,0.621903,0.601473,0.810515
full,23,3,system,0,1.07006,0.727018,0.796824,0.447417,0.631685
full,23,4,<|end_header_id|>,0,0.925768,6.46291,2.74607,2.75136,0.18701
full,23,5,ĊĊ,0,1.01114,0.721941,0.840313,0.508926,0.543182
full,23,6,Cut,0,0.900682,0.52498,0.804452,0.243462,0.846396
full,23,7,ting,0,1.01088,0.621587,0.779925,0.3695,0.714814
full,24,0,<|begin_of_text|>,1,480.895,4.98925,0.0046448,0.999045,0.99999
full,24,1,<|begin_of_text|>,1,480.895,4.98925,0.0046448,0.999045,0.99999
full,24,2,<|start_header_id|>,0,2.18601,1.87597,0.626557,0.60556,0.804321
full,24,3,system,0,1.06992,0.726664,0.796735,0.448082,0.63157
full,24,4,<|end_header_id|>,0,0.93264,6.78259,2.79244,2.79625,0.182623
full,24,5,ĊĊ,0,1.01159,0.716527,0.836784,0.501475,0.549648
full,24,6,Cut,0,0.901733,0.526901,0.804983,0.242854,0.846149
full,24,7,ting,0,1.01175,0.622712,0.779956,0.368424,0.715758
full,25,0,<|begin_of_text|>,1,480.895,5.86802,0.00503727,0.998957,0.999988
full,25,1,<|begin_of_text|>,1,480.895,5.86802,0.00503727,0.998957,0.999988
full,25,2,<|start_header_id|>,0,2.18994,1.84821,0.620787,0.599534,0.812351
full,25,3,system,0,1.06936,0.724489,0.795963,0.446188,0.633731
full,25,4,<|end_header_id|>,0,0.926597,6.60144,2.77286,2.7752,0.182507
full,25,5,ĊĊ,0,1.01024,0.721311,0.840694,0.508223,0.542601
full,25,6,Cut,0,0.900318,0.524009,0.804032,0.244121,0.846154
full,25,7,ting,0,1.01203,0.62022,0.778181,0.362604,0.725193
full,26,0,<|begin_of_text|>,1,480.895,5.31309,0.00479317,0.999011,0.999989
full,26,1,<|begin_of_text|>,1,480.895,5.31309,0.00479317,0.999011,0.999989
full,26,2,<|start_header_id|>,0,2.18303,1.87309,0.626931,0.607844,0.803193
full,26,3,system,0,1.06979,0.729987,0.798653,0.451144,0.626945
full,26,4,<|end_header_id|>,0,0.924027,6.47027,2.75281,2.75773,0.18622
full,26,5,ĊĊ,0,1.01042,0.723749,0.841963,0.511214,0.54032
full,26,6,Cut,0,0.900442,0.523995,0.803911,0.244264,0.8462
full,26,7,ting,0,1.01186,0.623299,0.780237,0.371279,0.712508
full,27,0,<|begin_of_text|>,1,480.895,5.86821,0.00503735,0.998957,0.999988
full,27,1,<|begin_of_text|>,1,480.895,5.86821,0.00503735,0.998957,0.999988
full,27,2,<|start_header_id|>,0,2.18283,1.84973,0.623065,0.601998,0.809132
full,27,3,system,0,1.06986,0.727765,0.797386,0.44879,0.630125
full,27,4,<|end_header_id|>,0,0.928914,6.6997,2.78646,2.78202,0.175283
full,27,5,ĊĊ,0,1.01053,0.719987,0.839677,0.50757,0.544329
full,27,6,Cut,0,0.900371,0.523069,0.803264,0.245118,0.846225
full,27,7,ting,0,1.01261,0.622736,0.779307,0.366732,0.718745
full,28,0,<|begin_of_text|>,1,480.895,5.86821,0.00503735,0.998957,0.999988
full,28,1,<|begin_of_text|>,1,480.895,5.86821,0.00503735,0.998957,0.999988
full,28,2,<|start_header_id|>,0,2.18283,1.84973,0.623065,0.601998,0.809132
full,28,3,system,0,1.06986,0.727765,0.797386,0.44879,0.630125
full,28,4,<|end_header_id|>,0,0.928914,6.6997,2.78646,2.78202,0.175283
full,28,5,ĊĊ,0,1.01053,0.719987,0.839677,0.50757,0.544329
full,28,6,Cut,0,0.900371,0.523069,0.803264,0.245118,0.846225
full,28,7,ting,0,1.01261,0.622736,0.779307,0.366732,0.718745
full,29,0,<|begin_of_text|>,1,480.895,5.31102,0.00479224,0.999011,0.999989
full,29,1,<|begin_of_text|>,1,480.895,5.31102,0.00479224,0.999011,0.999989
full,29,2,<|start_header_id|>,0,2.1895,1.84599,0.620538,0.599086,0.812768
full,29,3,system,0,1.06932,0.727133,0.797446,0.449112,0.629889
full,29,4,<|end_header_id|>,0,0.919415,6.27581,2.72473,2.72801,0.186566
full,29,5,ĊĊ,0,1.01177,0.721348,0.839443,0.505785,0.54485
full,29,6,Cut,0,0.900109,0.523915,0.804147,0.244102,0.845822
full,29,7,ting,0,1.01205,0.623459,0.78019,0.369057,0.714667
full,30,0,<|begin_of_text|>,1,480.895,5.21908,0.00475058,0.999016,0.999989
full,30,1,<|begin_of_text|>,1,480.895,5.21908,0.00475058,0.999016,0.999989
full,30,2,<|start_header_id|>,0,2.1851,1.84897,0.62229,0.601753,0.810018
full,30,3,system,0,1.0693,0.723294,0.795346,0.444516,0.635544
full,30,4,<|end_header_id|>,0,0.92223,6.32444,2.72692,2.72644,0.182909
full,30,5,ĊĊ,0,1.01,0.720893,0.840645,0.508225,0.542681
full,30,6,Cut,0,0.90073,0.524879,0.804331,0.243592,0.846475
full,30,7,ting,0,1.0112,0.618226,0.777565,0.359715,0.72945
full,31,0,<|begin_of_text|>,1,480.895,4.98938,0.00464486,0.999045,0.99999
full,31,1,<|begin_of_text|>,1,480.895,4.98938,0.00464486,0.999045,0.99999
full,31,2,<|start_header_id|>,0,2.18401,1.84499,0.621931,0.601422,0.810505
full,31,3,system,0,1.06938,0.726576,0.797096,0.448105,0.63092
full,31,4,<|end_header_id|>,0,0.928421,6.64116,2.77573,2.77589,0.180279
full,31,5,ĊĊ,0,1.01053,0.720678,0.840085,0.508427,0.543593
full,31,6,Cut,0,0.900581,0.523715,0.803571,0.244767,0.846079
full,31,7,ting,0,1.01256,0.624112,0.780209,0.370324,0.713448
full,32,0,<|begin_of_text|>,1,480.895,6.51739,0.00530868,0.998889,0.999987
full,32,1,<|begin_of_text|>,1,480.895,6.51739,0.00530868,0.998889,0.999987
full,32,2,<|start_header_id|>,0,2.18391,1.84385,0.621767,0.601695,0.810579
full,32,3,system,0,1.06968,0.7265,0.796824,0.44745,0.631672
full,32,4,<|end_header_id|>,0,0.928152,6.63022,2.77424,2.77557,0.181468
full,32,5,ĊĊ,0,1.01169,0.729868,0.844451,0.515523,0.536024
full,32,6,Cut,0,0.899934,0.520957,0.80203,0.247481,0.844501
full,32,7,ting,0,1.01256,0.621628,0.778653,0.364356,0.722445
full,33,0,<|begin_of_text|>,1,480.895,5.86821,0.00503735,0.998957,0.999988
full,33,1,<|begin_of_text|>,1,480.895,5.86821,0.00503735,0.998957,0.999988
full,33,2,<|start_header_id|>,0,2.18283,1.84973,0.623065,0.601998,0.809132
full,33,3,system,0,1.06986,0.727765,0.797386,0.44879,0.630125
full,33,4,<|end_header_id|>,0,0.928914,6.6997,2.78646,2.78202,0.175283
full,33,5,ĊĊ,0,1.01053,0.719987,0.839677,0.50757,0.544329
full,33,6,Cut,0,0.900371,0.523069,0.803264,0.245118,0.846225
full,33,7,ting,0,1.01261,0.622736,0.779307,0.366732,0.718745
full,34,0,<|begin_of_text|>,1,480.895,5.86802,0.00503727,0.998957,0.999988
full,34,1,<|begin_of_text|>,1,480.895,5.86802,0.00503727,0.998957,0.999988
full,34,2,<|start_header_id|>,0,2.18994,1.84821,0.620787,0.599534,0.812351
full,34,3,system,0,1.06936,0.724489,0.795963,0.446188,0.633731
full,34,4,<|end_header_id|>,0,0.926597,6.60144,2.77286,2.7752,0.182507
full,34,5,ĊĊ,0,1.01024,0.721311,0.840694,0.508223,0.542601
full,34,6,Cut,0,0.900318,0.524009,0.804032,0.244121,0.846154
full,34,7,ting,0,1.01203,0.62022,0.778181,0.362604,0.725193
full,35,0,<|begin_of_text|>,1,480.895,5.31102,0.00479224,0.999011,0.999989
full,35,1,<|begin_of_text|>,1,480.895,5.31102,0.00479224,0.999011,0.999989
full,35,2,<|start_header_id|>,0,2.1895,1.84599,0.620538,0.599086,0.812768
full,35,3,system,0,1.06932,0.727133,0.797446,0.449112,0.629889
full,35,4,<|end_header_id|>,0,0.919415,6.27581,2.72473,2.72801,0.186566
full,35,5,ĊĊ,0,1.01177,0.721348,0.839443,0.505785,0.54485
full,35,6,Cut,0,0.900109,0.523915,0.804147,0.244102,0.845822
full,35,7,ting,0,1.01205,0.623459,0.78019,0.369057,0.714667
full,36,0,<|begin_of_text|>,1,480.895,5.31309,0.00479317,0.999011,0.999989
full,36,1,<|begin_of_text|>,1,480.895,5.31309,0.00479317,0.999011,0.999989
full,36,2,<|start_header_id|>,0,2.18303,1.87309,0.626931,0.607844,0.803193
full,36,3,system,0,1.06979,0.729987,0.798653,0.451144,0.626945
full,36,4,<|end_header_id|>,0,0.924027,6.47027,2.75281,2.75773,0.18622
full,36,5,ĊĊ,0,1.01042,0.723749,0.841963,0.511214,0.54032
full,36,6,Cut,0,0.900442,0.523995,0.803911,0.244264,0.8462
full,36,7,ting,0,1.01186,0.623299,0.780237,0.371279,0.712508
full,37,0,<|begin_of_text|>,1,480.895,5.30994,0.00479175,0.999011,0.999989
full,37,1,<|begin_of_text|>,1,480.895,5.30994,0.00479175,0.999011,0.999989
full,37,2,<|start_header_id|>,0,2.18742,1.84964,0.621743,0.599588,0.811341
full,37,3,system,0,1.06948,0.727033,0.797267,0.448506,0.630451
full,37,4,<|end_header_id|>,0,0.921628,6.39755,2.74442,2.74857,0.186059
full,37,5,ĊĊ,0,1.01076,0.729236,0.844861,0.516589,0.535313
full,37,6,Cut,0,0.900532,0.526597,0.805824,0.242101,0.845228
full,37,7,ting,0,1.01143,0.620128,0.778585,0.363918,0.723023
full,38,0,<|begin_of_text|>,1,480.895,5.31102,0.00479224,0.999011,0.999989
full,38,1,<|begin_of_text|>,1,480.895,5.31102,0.00479224,0.999011,0.999989
full,38,2,<|start_header_id|>,0,2.1895,1.84599,0.620538,0.599086,0.812768
full,38,3,system,0,1.06932,0.727133,0.797446,0.449112,0.629889
full,38,4,<|end_header_id|>,0,0.919415,6.27581,2.72473,2.72801,0.186566
full,38,5,ĊĊ,0,1.01177,0.721348,0.839443,0.505785,0.54485
full,38,6,Cut,0,0.900109,0.523915,0.804147,0.244102,0.845822
full,38,7,ting,0,1.01205,0.623459,0.78019,0.369057,0.714667
full,39,0,<|begin_of_text|>,1,480.895,5.86821,0.00503735,0.998957,0.999988
full,39,1,<|begin_of_text|>,1,480.895,5.86821,0.00503735,0.998957,0.999988
full,39,2,<|start_header_id|>,0,2.18283,1.84973,0.623065,0.601998,0.809132
full,39,3,system,0,1.06986,0.727765,0.797386,0.44879,0.630125
full,39,4,<|end_header_id|>,0,0.928914,6.6997,2.78646,2.78202,0.175283
full,39,5,ĊĊ,0,1.01053,0.719987,0.839677,0.50757,0.544329
full,39,6,Cut,0,0.900371,0.523069,0.803264,0.245118,0.846225
full,39,7,ting,0,1.01261,0.622736,0.779307,0.366732,0.718745
full,40,0,<|begin_of_text|>,1,480.895,5.31102,0.00479224,0.999011,0.999989
full,40,1,<|begin_of_text|>,1,480.895,5.31102,0.00479224,0.999011,0.999989
full,40,2,<|start_header_id|>,0,2.1895,1.84599,0.620538,0.599086,0.812768
full,40,3,system,0,1.06932,0.727133,0.797446,0.449112,0.629889
full,40,4,<|end_header_id|>,0,0.919415,6.27581,2.72473,2.72801,0.186566
full,40,5,ĊĊ,0,1.01177,0.721348,0.839443,0.505785,0.54485
full,40,6,Cut,0,0.900109,0.523915,0.804147,0.244102,0.845822
full,40,7,ting,0,1.01205,0.623459,0.78019,0.369057,0.714667
full,41,0,<|begin_of_text|>,1,480.895,5.30994,0.00479175,0.999011,0.999989
full,41,1,<|begin_of_text|>,1,480.895,5.30994,0.00479175,0.999011,0.999989
full,41,2,<|start_header_id|>,0,2.18742,1.84964,0.621743,0.599588,0.811341
full,41,3,system,0,1.06948,0.727033,0.797267,0.448506,0.630451
full,41,4,<|end_header_id|>,0,0.921628,6.39755,2.74442,2.74857,0.186059
full,41,5,ĊĊ,0,1.01076,0.729236,0.844861,0.516589,0.535313
full,41,6,Cut,0,0.900532,0.526597,0.805824,0.242101,0.845228
full,41,7,ting,0,1.01143,0.620128,0.778585,0.363918,0.723023
full,42,0,<|begin_of_text|>,1,480.895,5.86821,0.00503735,0.998957,0.999988
full,42,1,<|begin_of_text|>,1,480.895,5.86821,0.00503735,0.998957,0.999988
full,42,2,<|start_header_id|>,0,2.18283,1.84973,0.623065,0.601998,0.809132
full,42,3,system,0,1.06986,0.727765,0.797386,0.44879,0.630125
full,42,4,<|end_header_id|>,0,0.928914,6.6997,2.78646,2.78202,0.175283
full,42,5,ĊĊ,0,1.01053,0.719987,0.839677,0.50757,0.544329
full,42,6,Cut,0,0.900371,0.523069,0.803264,0.245118,0.846225
full,42,7,ting,0,1.01261,0.622736,0.779307,0.366732,0.718745
full,43,0,<|begin_of_text|>,1,480.895,5.31309,0.00479317,0.999011,0.999989
