hessian,prompt,pos,token,is_sink,znorm,r_sq,amp,pred_ratio,cos_pred
full,13,6,▁review,0,0.876882,1.00926,1.14567,0.701674,0.128109
full,13,7,▁of,0,1.34309,26.2308,3.8133,3.28885,-0.414243
full,14,0,<s>,1,798.841,25.9716,0.00637953,0.994144,0.999997
full,14,1,<s>,1,798.841,25.9716,0.00637953,0.994144,0.999997
full,14,2,[INST],0,1.18265,13.3185,3.08582,2.9186,-0.000696328
full,14,3,▁Write,0,0.810599,1.61499,1.56776,1.1931,-0.0144044
full,14,4,▁a,0,1.20847,1.43128,0.989979,0.241835,0.162147
full,14,5,▁short,0,0.844046,1.17213,1.28269,0.6654,-0.152187
full,14,6,▁blog,0,1.00224,1.12678,1.05913,0.291931,-0.0625704
full,14,7,▁post,0,1.30643,1.71912,1.00361,0.123802,0.0326724
full,15,0,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,15,1,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,15,2,[INST],0,1.182,13.32,3.08769,2.92063,-0.000647161
full,15,3,▁Please,0,0.877935,12.2212,3.98194,3.73992,-0.11616
full,15,4,▁provide,0,0.964978,1.06991,1.0719,0.430954,0.0426306
full,15,5,▁the,0,1.01595,1.06023,1.0135,0.39218,0.161426
full,15,6,▁names,0,0.915923,1.11113,1.15086,0.646497,0.0722899
full,15,7,▁of,0,1.3249,9.33592,2.30619,1.86604,-0.224119
full,16,0,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,16,1,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,16,2,[INST],0,1.182,13.32,3.08769,2.92063,-0.000647161
full,16,3,▁What,0,0.833373,3.45259,2.22963,2.02572,0.0326493
full,16,4,▁is,0,1.2865,2.46919,1.22142,0.789119,0.0828982
full,16,5,▁a,0,1.20216,2.77267,1.38512,0.974324,0.0157865
full,16,6,▁name,0,0.969717,1.56301,1.28925,0.763589,-0.0517904
full,16,7,▁that,0,1.0165,14.3953,3.73251,3.21959,-0.398481
full,17,0,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,17,1,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,17,2,[INST],0,1.182,13.32,3.08769,2.92063,-0.000647161
full,17,3,▁Write,0,0.810876,1.59388,1.55695,1.17834,-0.0151057
full,17,4,▁two,0,0.949121,0.868739,0.982026,0.137654,0.19823
full,17,5,▁jokes,0,1.17526,58.153,6.48861,5.93894,-0.490925
full,17,6,▁about,0,0.900682,0.991518,1.10555,0.499833,0.0276002
full,17,7,▁rock,0,0.760342,2.25043,1.97298,1.46352,-0.256495
full,18,0,<s>,1,798.841,25.9716,0.00637953,0.994144,0.999997
full,18,1,<s>,1,798.841,25.9716,0.00637953,0.994144,0.999997
full,18,2,[INST],0,1.18265,13.3185,3.08582,2.9186,-0.000696328
full,18,3,▁Are,0,0.926351,2.28237,1.63086,1.29932,0.0109693
full,18,4,▁h,0,0.770735,0.611381,1.0145,0.387866,0.156286
full,18,5,amb,0,1.13647,2.49465,1.38979,0.816666,-0.161981
full,18,6,urg,0,1.28163,2.86325,1.32029,0.909215,0.0459283
full,18,7,ers,0,1.48218,19.4211,2.97327,2.55496,-0.256864
full,19,0,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,19,1,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,19,2,[INST],0,1.182,13.32,3.08769,2.92063,-0.000647161
full,19,3,▁make,0,0.884427,1.49222,1.3812,0.975588,0.0225858
full,19,4,▁a,0,1.15077,1.41137,1.03236,0.376106,0.100619
full,19,5,▁twe,0,0.762929,1.54278,1.62805,1.36429,0.0772311
full,19,6,et,0,0.910369,2.4991,1.7365,1.31342,-0.110537
full,19,7,▁for,0,1.13268,34.9656,5.22053,4.63789,-0.511432
full,20,0,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,20,1,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,20,2,[INST],0,1.182,13.32,3.08769,2.92063,-0.000647161
full,20,3,▁Write,0,0.810876,1.59388,1.55695,1.17834,-0.0151057
full,20,4,▁a,0,1.20936,1.40839,0.981312,0.197839,0.192497
full,20,5,▁poem,0,1.13141,2.24997,1.32577,0.860924,-0.00956527
full,20,6,▁about,0,0.996406,1.51318,1.23455,0.755283,0.0306758
full,20,7,▁how,0,0.950346,2.75204,1.7456,1.44444,0.0135946
full,21,0,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,21,1,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,21,2,[INST],0,1.182,13.32,3.08769,2.92063,-0.000647161
full,21,3,▁Given,0,0.873692,1.78524,1.52929,1.15029,-0.00676312
full,21,4,▁the,0,0.988753,1.79013,1.35318,0.926853,0.0150858
full,21,5,▁sentence,0,0.95495,1.12842,1.11238,0.481194,-0.00607756
full,21,6,"▁""",0,1.00864,1.00329,0.993066,0.142477,0.11974
full,21,7,It,0,0.74624,0.545228,0.989487,0.215703,0.156332
full,22,0,<s>,1,798.839,26.6543,0.00646286,0.994047,0.999997
full,22,1,<s>,1,798.839,26.6543,0.00646286,0.994047,0.999997
full,22,2,[INST],0,1.1873,13.059,3.04364,2.87484,0.000163594
full,22,3,▁Write,0,0.810012,1.66076,1.59097,1.22156,-0.0159574
full,22,4,▁a,0,1.20638,1.44904,0.997825,0.273785,0.144829
full,22,5,▁short,0,0.84363,1.13386,1.2622,0.634895,-0.149668
full,22,6,▁startup,0,0.972564,1.26238,1.15525,0.479223,-0.109499
full,22,7,▁pitch,0,0.89306,0.845521,1.02963,0.181358,-0.0751234
full,23,0,<s>,1,798.841,25.9716,0.00637953,0.994144,0.999997
full,23,1,<s>,1,798.841,25.9716,0.00637953,0.994144,0.999997
full,23,2,[INST],0,1.18265,13.3185,3.08582,2.9186,-0.000696328
full,23,3,▁Write,0,0.810599,1.61499,1.56776,1.1931,-0.0144044
full,23,4,▁a,0,1.20847,1.43128,0.989979,0.241835,0.162147
full,23,5,▁logic,0,0.99366,1.44877,1.21133,0.664107,-0.0197863
full,23,6,▁qu,0,0.975759,3.08948,1.80136,1.45872,-0.0401111
full,23,7,iz,0,1.51332,2.30336,1.00288,0.130048,0.0428203
full,24,0,<s>,1,798.841,25.9716,0.00637953,0.994144,0.999997
full,24,1,<s>,1,798.841,25.9716,0.00637953,0.994144,0.999997
full,24,2,[INST],0,1.18265,13.3185,3.08582,2.9186,-0.000696328
full,24,3,▁Write,0,0.810599,1.61499,1.56776,1.1931,-0.0144044
full,24,4,▁a,0,1.20847,1.43128,0.989979,0.241835,0.162147
full,24,5,▁,0,34.6264,2267.19,1.37511,2.36001,0.991255
full,24,6,4,0,0.763138,0.991149,1.30457,0.787475,-0.051925
full,24,7,▁section,0,1.00946,1.4763,1.20365,0.677186,0.00723906
full,25,0,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,25,1,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,25,2,[INST],0,1.182,13.32,3.08769,2.92063,-0.000647161
full,25,3,▁Write,0,0.810876,1.59388,1.55695,1.17834,-0.0151057
full,25,4,▁the,0,1.18408,1.35823,0.984252,0.159458,0.177709
full,25,5,▁lyrics,0,0.901713,0.948351,1.07998,0.333481,-0.0826893
full,25,6,▁to,0,1.13664,20.7326,4.00594,3.42002,-0.489904
full,25,7,▁a,0,0.794482,1.14605,1.34747,0.954984,0.0504358
full,26,0,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,26,1,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,26,2,[INST],0,1.182,13.32,3.08769,2.92063,-0.000647161
full,26,3,▁Expl,0,0.841605,2.74093,1.96716,1.62358,-0.0719706
full,26,4,ain,0,1.06772,3.26411,1.6921,1.35626,-0.00875575
full,26,5,▁in,0,1.33382,24.6574,3.72286,3.2378,-0.366962
full,26,6,▁French,0,1.01381,15.5942,3.89517,3.56894,-0.201042
full,26,7,▁why,0,0.867337,2.12122,1.67921,1.33859,-0.0104249
full,27,0,<s>,1,798.839,28.8802,0.0067273,0.993763,0.999997
full,27,1,<s>,1,798.839,28.8802,0.0067273,0.993763,0.999997
full,27,2,[INST],0,1.18106,13.2433,3.08125,2.91372,-0.000743299
full,27,3,▁Write,0,0.810378,1.59146,1.55672,1.17814,-0.0150088
full,27,4,▁a,0,1.20993,1.42212,0.985616,0.221094,0.175137
full,27,5,▁funny,0,0.966136,5.39666,2.4045,2.19205,0.00535528
full,27,6,▁ha,0,1.03599,1.11809,1.02067,0.239622,0.0326657
full,27,7,iku,0,1.49117,2.35767,1.02971,0.215817,-0.0317872
full,28,0,<s>,1,798.837,29.1847,0.00676269,0.993693,0.999997
full,28,1,<s>,1,798.837,29.1847,0.00676269,0.993693,0.999997
full,28,2,[INST],0,1.18766,13.0592,3.04274,2.87387,0.000148949
full,28,3,▁R,0,0.782842,1.13773,1.36252,0.91242,-0.0131311
full,28,4,ew,0,1.49334,41.7094,4.32473,3.89957,-0.320117
full,28,5,rite,0,3.8818,27.5264,1.35158,2.08928,0.846782
full,28,6,▁the,0,1.02442,1.01645,0.984157,0.26082,0.19067
full,28,7,▁following,0,0.924682,0.918447,1.03642,0.334056,0.0560255
full,29,0,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,29,1,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,29,2,[INST],0,1.182,13.32,3.08769,2.92063,-0.000647161
full,29,3,▁What,0,0.833373,3.45259,2.22963,2.02572,0.0326493
full,29,4,▁are,0,1.50618,2.31617,1.01043,0.298218,0.113938
full,29,5,▁the,0,1.18207,3.11434,1.49293,1.11155,0.00301697
full,29,6,▁advantages,0,1.14381,26.4072,4.49268,3.97863,-0.421592
full,29,7,▁and,0,2.32853,373.129,8.29558,8.91243,0.651601
full,30,0,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,30,1,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,30,2,[INST],0,1.182,13.32,3.08769,2.92063,-0.000647161
full,30,3,▁Write,0,0.810876,1.59388,1.55695,1.17834,-0.0151057
full,30,4,▁a,0,1.20936,1.40839,0.981312,0.197839,0.192497
full,30,5,▁social,0,0.794239,6.71123,3.26175,2.7547,-0.372202
full,30,6,▁media,0,1.75278,17.4182,2.38109,2.03788,-0.126751
full,30,7,▁post,0,1.02872,1.0839,1.01204,0.167509,0.0114688
full,31,0,<s>,1,798.841,25.9716,0.00637953,0.994144,0.999997
full,31,1,<s>,1,798.841,25.9716,0.00637953,0.994144,0.999997
full,31,2,[INST],0,1.18265,13.3185,3.08582,2.9186,-0.000696328
full,31,3,▁Write,0,0.810599,1.61499,1.56776,1.1931,-0.0144044
full,31,4,▁a,0,1.20847,1.43128,0.989979,0.241835,0.162147
full,31,5,▁rub,0,0.802609,1.07188,1.28994,0.843584,0.0282652
full,31,6,ric,0,1.38539,24.5007,3.57286,3.16505,-0.276115
full,31,7,▁for,0,1.20925,51.1384,5.91366,5.33755,-0.51352
full,32,0,<s>,1,798.841,25.9716,0.00637953,0.994144,0.999997
full,32,1,<s>,1,798.841,25.9716,0.00637953,0.994144,0.999997
full,32,2,[INST],0,1.18265,13.3185,3.08582,2.9186,-0.000696328
full,32,3,▁Write,0,0.810599,1.61499,1.56776,1.1931,-0.0144044
full,32,4,▁a,0,1.20847,1.43128,0.989979,0.241835,0.162147
full,32,5,▁r,0,0.78988,1.47598,1.53808,1.22818,0.0581106
full,32,6,iddle,0,1.17195,10.1226,2.7148,2.4038,-0.123119
full,32,7,▁for,0,1.02543,18.3352,4.17576,3.6561,-0.419828
full,33,0,<s>,1,798.837,30.1347,0.00687187,0.993578,0.999997
full,33,1,<s>,1,798.837,30.1347,0.00687187,0.993578,0.999997
full,33,2,[INST],0,1.18733,13.0625,3.04399,2.875,-3.67843e-05
full,33,3,▁Write,0,0.809892,1.58936,1.55663,1.17928,-0.0137289
full,33,4,▁a,0,1.2107,1.46578,0.999997,0.281969,0.140996
full,33,5,▁template,0,0.788155,6.04287,3.11896,2.66609,-0.303786
full,33,6,▁for,0,1.10721,16.7188,3.69296,3.19299,-0.382523
full,33,7,▁a,0,0.933876,1.75461,1.41841,1.06751,0.0598125
full,34,0,<s>,1,798.84,26.098,0.00639505,0.99411,0.999997
full,34,1,<s>,1,798.84,26.098,0.00639505,0.99411,0.999997
full,34,2,[INST],0,1.18278,13.2378,3.07612,2.90835,-0.000687691
full,34,3,▁Expl,0,0.840707,2.7117,1.95874,1.61462,-0.0711132
full,34,4,ain,0,1.06365,3.26284,1.69824,1.36381,-0.00881781
full,34,5,▁why,0,1.14134,1.71423,1.14715,0.586984,0.0243657
full,34,6,▁people,0,0.93587,2.31286,1.62502,1.09393,-0.202945
full,34,7,▁are,0,0.844562,0.745236,1.02215,0.410158,0.150472
full,35,0,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,35,1,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,35,2,[INST],0,1.182,13.32,3.08769,2.92063,-0.000647161
full,35,3,▁Can,0,0.871078,0.789688,1.02017,0.30728,0.0873513
full,35,4,▁you,0,1.36397,2.49547,1.15817,0.676112,0.0856195
full,35,5,▁give,0,0.877521,1.23823,1.26807,0.846922,0.0645147
full,35,6,▁me,0,1.2484,4.72612,1.74139,1.42343,-0.00220916
full,35,7,▁two,0,0.865603,1.20568,1.26852,0.801348,0.0205988
full,36,0,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,36,1,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,36,2,[INST],0,1.182,13.32,3.08769,2.92063,-0.000647161
full,36,3,▁What,0,0.833373,3.45259,2.22963,2.02572,0.0326493
full,36,4,▁happened,0,1.04178,1.59717,1.21311,0.759981,0.0697025
full,36,5,▁when,0,1.02892,3.23182,1.7472,1.42433,-0.00842227
full,36,6,▁the,0,0.739655,0.877136,1.26621,0.868507,0.0869464
full,36,7,▁T,0,0.694727,0.507254,1.02518,0.748054,0.339948
full,37,0,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,37,1,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,37,2,[INST],0,1.182,13.32,3.08769,2.92063,-0.000647161
full,37,3,▁What,0,0.833373,3.45259,2.22963,2.02572,0.0326493
full,37,4,▁sent,0,1.06681,5.52085,2.2025,1.77416,-0.198232
full,37,5,iments,0,1.01115,7.04812,2.62555,2.20046,-0.238928
full,37,6,▁existed,0,1.04423,1.45721,1.15602,0.473034,-0.119032
full,37,7,▁in,0,0.873849,2.43138,1.78439,1.18192,-0.332987
full,38,0,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,38,1,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,38,2,[INST],0,1.182,13.32,3.08769,2.92063,-0.000647161
full,38,3,▁Write,0,0.810876,1.59388,1.55695,1.17834,-0.0151057
full,38,4,▁an,0,1.16849,1.36664,1.00047,0.279686,0.138167
full,38,5,▁ad,0,0.886073,5.93573,2.74959,2.62209,0.0600938
full,38,6,▁copy,0,1.13582,4.18639,1.8014,1.42806,-0.0720148
full,38,7,▁for,0,1.09693,24.9471,4.55336,3.97085,-0.499318
full,39,0,<s>,1,798.839,28.7038,0.00670672,0.993786,0.999997
full,39,1,<s>,1,798.839,28.7038,0.00670672,0.993786,0.999997
full,39,2,[INST],0,1.18162,13.3328,3.09019,2.92323,-0.000685195
full,39,3,▁Which,0,1.09833,4.82756,2.00047,1.68568,-0.0475647
full,39,4,▁one,0,1.36708,2.30648,1.11092,0.513453,0.0287278
full,39,5,▁is,0,1.26988,1.74753,1.041,0.395998,0.0923506
full,39,6,▁a,0,0.810696,1.50179,1.51163,1.1744,0.0400979
full,39,7,▁better,0,0.978553,1.05262,1.04846,0.320531,0.00542514
full,40,0,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,40,1,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,40,2,[INST],0,1.182,13.32,3.08769,2.92063,-0.000647161
full,40,3,▁Write,0,0.810876,1.59388,1.55695,1.17834,-0.0151057
full,40,4,▁a,0,1.20936,1.40839,0.981312,0.197839,0.192497
full,40,5,▁blog,0,0.859928,0.75319,1.00923,0.295693,0.11649
full,40,6,▁post,0,1.35272,1.89052,1.01644,0.207078,0.0234837
full,40,7,▁about,0,1.06173,2.41853,1.46475,1.10496,0.03414
full,41,0,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,41,1,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,41,2,[INST],0,1.182,13.32,3.08769,2.92063,-0.000647161
full,41,3,▁Write,0,0.810876,1.59388,1.55695,1.17834,-0.0151057
full,41,4,▁a,0,1.20936,1.40839,0.981312,0.197839,0.192497
full,41,5,▁poem,0,1.13141,2.24997,1.32577,0.860924,-0.00956527
full,41,6,▁about,0,0.996406,1.51318,1.23455,0.755283,0.0306758
full,41,7,▁two,0,0.74963,0.844062,1.22558,0.751242,0.0414839
full,42,0,<s>,1,798.837,29.1847,0.00676269,0.993693,0.999997
full,42,1,<s>,1,798.837,29.1847,0.00676269,0.993693,0.999997
full,42,2,[INST],0,1.18766,13.0592,3.04274,2.87387,0.000148949
full,42,3,▁How,0,0.839512,1.02062,1.20339,0.728928,0.0570642
full,42,4,▁many,0,1.31504,3.95989,1.51323,1.15505,0.0191715
full,42,5,▁feet,0,1.10805,33.008,5.18501,4.65956,-0.447773
full,42,6,▁off,0,1.14641,1.87795,1.19537,0.63062,-0.0247564
full,42,7,▁the,0,0.798392,1.91868,1.73494,1.41501,-0.00274909
full,43,0,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,43,1,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,43,2,[INST],0,1.182,13.32,3.08769,2.92063,-0.000647161
full,43,3,▁Write,0,0.810876,1.59388,1.55695,1.17834,-0.0151057
full,43,4,▁an,0,1.16849,1.36664,1.00047,0.279686,0.138167
full,43,5,▁advertis,0,0.728372,2.40498,2.12913,1.92749,0.0472139
full,43,6,ement,0,0.842788,0.720196,1.00695,0.224529,0.0812134
full,43,7,▁for,0,1.17506,27.2342,4.44117,3.89544,-0.455604
full,44,0,<s>,1,798.839,24.5955,0.00620824,0.994311,0.999997
full,44,1,<s>,1,798.839,24.5955,0.00620824,0.994311,0.999997
full,44,2,[INST],0,1.18823,13.1502,3.05185,2.88327,-0.000100615
full,44,3,▁Write,0,0.810878,1.58853,1.55433,1.17632,-0.0136915
full,44,4,▁a,0,1.21341,1.48153,1.00311,0.293451,0.136125
full,44,5,▁funny,0,0.969234,5.41416,2.4007,2.18932,0.00680144
full,44,6,▁post,0,1.00458,1.1242,1.05545,0.361795,0.0233896
full,44,7,▁for,0,1.2592,45.3619,5.34873,4.80289,-0.472747
full,45,0,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,45,1,<s>,1,798.841,25.8624,0.00636611,0.994157,0.999997
full,45,2,[INST],0,1.182,13.32,3.08769,2.92063,-0.000647161
full,45,3,▁Can,0,0.871078,0.789688,1.02017,0.30728,0.0873513
full,45,4,▁you,0,1.36397,2.49547,1.15817,0.676112,0.0856195
full,45,5,▁give,0,0.877521,1.23823,1.26807,0.846922,0.0645147
full,45,6,▁me,0,1.2484,4.72612,1.74139,1.42343,-0.00220916
