hessian,prompt,pos,token,is_sink,znorm,r_sq,amp,pred_ratio,cos_pred
full,10,5,ĠQ,0,7.70708,110.254,1.36241,0.94263,0.0171786
full,10,6,wen,0,26.259,733.52,1.0314,0.255515,0.00293238
full,10,7,",",0,3.95156,170.563,3.30502,3.16561,0.0154683
full,11,0,<|im_start|>,1,37.9418,2103.13,1.20869,0.679158,0.000233237
full,11,1,system,0,13.6851,1417.89,2.75153,2.56474,0.00136074
full,11,2,Ċ,1,66.5262,233392,7.2619,7.19236,-0.000356045
full,11,3,You,0,8.81917,407.511,2.28898,2.0629,0.00390437
full,11,4,Ġare,0,12.562,208.478,1.1494,0.583484,0.0165687
full,11,5,ĠQ,0,7.74951,110.713,1.35777,0.935844,0.0172405
full,11,6,wen,0,26.2251,731.621,1.0314,0.255533,0.00296962
full,11,7,",",0,3.94111,165.641,3.26562,3.12455,0.0157664
full,12,0,<|im_start|>,1,37.9418,2103.13,1.20869,0.679158,0.000233237
full,12,1,system,0,13.6851,1417.89,2.75153,2.56474,0.00136074
full,12,2,Ċ,1,66.5262,233392,7.2619,7.19236,-0.000356045
full,12,3,You,0,8.81917,407.511,2.28898,2.0629,0.00390437
full,12,4,Ġare,0,12.562,208.478,1.1494,0.583484,0.0165687
full,12,5,ĠQ,0,7.74951,110.713,1.35777,0.935844,0.0172405
full,12,6,wen,0,26.2251,731.621,1.0314,0.255533,0.00296962
full,12,7,",",0,3.94111,165.641,3.26562,3.12455,0.0157664
full,13,0,<|im_start|>,1,38.194,2161.48,1.21725,0.694275,0.000227262
full,13,1,system,0,13.7473,1432.9,2.75353,2.56688,0.00134855
full,13,2,Ċ,1,66.9994,236355,7.25624,7.18671,-0.000292043
full,13,3,You,0,8.82363,408.504,2.29061,2.0647,0.0038965
full,13,4,Ġare,0,12.6303,211.83,1.15234,0.589112,0.0162683
full,13,5,ĠQ,0,7.72546,109.984,1.3575,0.93547,0.0172581
full,13,6,wen,0,26.2457,732.337,1.03109,0.254314,0.00299214
full,13,7,",",0,3.94076,165.268,3.26223,3.12098,0.0157529
full,14,0,<|im_start|>,1,38.2011,2132.62,1.20887,0.67949,0.000244412
full,14,1,system,0,13.5292,1424.97,2.79017,2.60619,0.00138259
full,14,2,Ċ,1,66.2071,231187,7.26235,7.19287,-0.000305985
full,14,3,You,0,8.79821,405.58,2.28899,2.06291,0.00390649
full,14,4,Ġare,0,12.6112,211.179,1.15231,0.589119,0.0163351
full,14,5,ĠQ,0,7.70708,110.254,1.36241,0.94263,0.0171786
full,14,6,wen,0,26.259,733.52,1.0314,0.255515,0.00293238
full,14,7,",",0,3.95156,170.563,3.30502,3.16561,0.0154683
full,15,0,<|im_start|>,1,37.9418,2103.13,1.20869,0.679158,0.000233237
full,15,1,system,0,13.6851,1417.89,2.75153,2.56474,0.00136074
full,15,2,Ċ,1,66.5262,233392,7.2619,7.19236,-0.000356045
full,15,3,You,0,8.81917,407.511,2.28898,2.0629,0.00390437
full,15,4,Ġare,0,12.562,208.478,1.1494,0.583484,0.0165687
full,15,5,ĠQ,0,7.74951,110.713,1.35777,0.935844,0.0172405
full,15,6,wen,0,26.2251,731.621,1.0314,0.255533,0.00296962
full,15,7,",",0,3.94111,165.641,3.26562,3.12455,0.0157664
full,16,0,<|im_start|>,1,38.194,2161.48,1.21725,0.694275,0.000227262
full,16,1,system,0,13.7473,1432.9,2.75353,2.56688,0.00134855
full,16,2,Ċ,1,66.9994,236355,7.25624,7.18671,-0.000292043
full,16,3,You,0,8.82363,408.504,2.29061,2.0647,0.0038965
full,16,4,Ġare,0,12.6303,211.83,1.15234,0.589112,0.0162683
full,16,5,ĠQ,0,7.72546,109.984,1.3575,0.93547,0.0172581
full,16,6,wen,0,26.2457,732.337,1.03109,0.254314,0.00299214
full,16,7,",",0,3.94076,165.268,3.26223,3.12098,0.0157529
full,17,0,<|im_start|>,1,38.194,2161.48,1.21725,0.694275,0.000227262
full,17,1,system,0,13.7473,1432.9,2.75353,2.56688,0.00134855
full,17,2,Ċ,1,66.9994,236355,7.25624,7.18671,-0.000292043
full,17,3,You,0,8.82363,408.504,2.29061,2.0647,0.0038965
full,17,4,Ġare,0,12.6303,211.83,1.15234,0.589112,0.0162683
full,17,5,ĠQ,0,7.72546,109.984,1.3575,0.93547,0.0172581
full,17,6,wen,0,26.2457,732.337,1.03109,0.254314,0.00299214
full,17,7,",",0,3.94076,165.268,3.26223,3.12098,0.0157529
full,18,0,<|im_start|>,1,38.2011,2132.62,1.20887,0.67949,0.000244412
full,18,1,system,0,13.5292,1424.97,2.79017,2.60619,0.00138259
full,18,2,Ċ,1,66.2071,231187,7.26235,7.19287,-0.000305985
full,18,3,You,0,8.79821,405.58,2.28899,2.06291,0.00390649
full,18,4,Ġare,0,12.6112,211.179,1.15231,0.589119,0.0163351
full,18,5,ĠQ,0,7.70708,110.254,1.36241,0.94263,0.0171786
full,18,6,wen,0,26.259,733.52,1.0314,0.255515,0.00293238
full,18,7,",",0,3.95156,170.563,3.30502,3.16561,0.0154683
full,19,0,<|im_start|>,1,38.2011,2132.62,1.20887,0.67949,0.000244412
full,19,1,system,0,13.5292,1424.97,2.79017,2.60619,0.00138259
full,19,2,Ċ,1,66.2071,231187,7.26235,7.19287,-0.000305985
full,19,3,You,0,8.79821,405.58,2.28899,2.06291,0.00390649
full,19,4,Ġare,0,12.6112,211.179,1.15231,0.589119,0.0163351
full,19,5,ĠQ,0,7.70708,110.254,1.36241,0.94263,0.0171786
full,19,6,wen,0,26.259,733.52,1.0314,0.255515,0.00293238
full,19,7,",",0,3.95156,170.563,3.30502,3.16561,0.0154683
full,20,0,<|im_start|>,1,37.9393,2111.03,1.21104,0.683316,0.000226664
full,20,1,system,0,13.629,1410.94,2.75607,2.56962,0.00136999
full,20,2,Ċ,1,66.2482,231341,7.26026,7.19069,-0.000371658
full,20,3,You,0,8.82517,406.867,2.28562,2.05917,0.0039173
full,20,4,Ġare,0,12.6227,209.656,1.1471,0.578837,0.0166025
full,20,5,ĠQ,0,7.75274,109.595,1.35033,0.924968,0.0173902
full,20,6,wen,0,26.1943,731.03,1.03219,0.258736,0.00294114
full,20,7,",",0,3.96044,167.071,3.26368,3.12238,0.0156357
full,21,0,<|im_start|>,1,37.9393,2111.03,1.21104,0.683316,0.000226664
full,21,1,system,0,13.629,1410.94,2.75607,2.56962,0.00136999
full,21,2,Ċ,1,66.2482,231341,7.26026,7.19069,-0.000371658
full,21,3,You,0,8.82517,406.867,2.28562,2.05917,0.0039173
full,21,4,Ġare,0,12.6227,209.656,1.1471,0.578837,0.0166025
full,21,5,ĠQ,0,7.75274,109.595,1.35033,0.924968,0.0173902
full,21,6,wen,0,26.1943,731.03,1.03219,0.258736,0.00294114
full,21,7,",",0,3.96044,167.071,3.26368,3.12238,0.0156357
full,22,0,<|im_start|>,1,38.1927,2124.16,1.20674,0.675678,0.00023891
full,22,1,system,0,13.6222,1408.9,2.75545,2.56896,0.00137454
full,22,2,Ċ,1,66.2482,231262,7.25903,7.18945,-0.000366077
full,22,3,You,0,8.77148,401.537,2.28449,2.05795,0.00394344
full,22,4,Ġare,0,12.6059,209.315,1.14769,0.580037,0.0165921
full,22,5,ĠQ,0,7.74301,109.516,1.35154,0.926804,0.0174273
full,22,6,wen,0,26.1885,729.892,1.03162,0.256417,0.00295531
full,22,7,",",0,3.96081,166.08,3.25368,3.11185,0.0156155
full,23,0,<|im_start|>,1,38.2011,2132.62,1.20887,0.67949,0.000244412
full,23,1,system,0,13.5292,1424.97,2.79017,2.60619,0.00138259
full,23,2,Ċ,1,66.2071,231187,7.26235,7.19287,-0.000305985
full,23,3,You,0,8.79821,405.58,2.28899,2.06291,0.00390649
full,23,4,Ġare,0,12.6112,211.179,1.15231,0.589119,0.0163351
full,23,5,ĠQ,0,7.70708,110.254,1.36241,0.94263,0.0171786
full,23,6,wen,0,26.259,733.52,1.0314,0.255515,0.00293238
full,23,7,",",0,3.95156,170.563,3.30502,3.16561,0.0154683
full,24,0,<|im_start|>,1,38.2011,2132.62,1.20887,0.67949,0.000244412
full,24,1,system,0,13.5292,1424.97,2.79017,2.60619,0.00138259
full,24,2,Ċ,1,66.2071,231187,7.26235,7.19287,-0.000305985
full,24,3,You,0,8.79821,405.58,2.28899,2.06291,0.00390649
full,24,4,Ġare,0,12.6112,211.179,1.15231,0.589119,0.0163351
full,24,5,ĠQ,0,7.70708,110.254,1.36241,0.94263,0.0171786
full,24,6,wen,0,26.259,733.52,1.0314,0.255515,0.00293238
full,24,7,",",0,3.95156,170.563,3.30502,3.16561,0.0154683
full,25,0,<|im_start|>,1,37.9393,2111.03,1.21104,0.683316,0.000226664
full,25,1,system,0,13.629,1410.94,2.75607,2.56962,0.00136999
full,25,2,Ċ,1,66.2482,231341,7.26026,7.19069,-0.000371658
full,25,3,You,0,8.82517,406.867,2.28562,2.05917,0.0039173
full,25,4,Ġare,0,12.6227,209.656,1.1471,0.578837,0.0166025
full,25,5,ĠQ,0,7.75274,109.595,1.35033,0.924968,0.0173902
full,25,6,wen,0,26.1943,731.03,1.03219,0.258736,0.00294114
full,25,7,",",0,3.96044,167.071,3.26368,3.12238,0.0156357
full,26,0,<|im_start|>,1,37.9393,2111.03,1.21104,0.683316,0.000226664
full,26,1,system,0,13.629,1410.94,2.75607,2.56962,0.00136999
full,26,2,Ċ,1,66.2482,231341,7.26026,7.19069,-0.000371658
full,26,3,You,0,8.82517,406.867,2.28562,2.05917,0.0039173
full,26,4,Ġare,0,12.6227,209.656,1.1471,0.578837,0.0166025
full,26,5,ĠQ,0,7.75274,109.595,1.35033,0.924968,0.0173902
full,26,6,wen,0,26.1943,731.03,1.03219,0.258736,0.00294114
full,26,7,",",0,3.96044,167.071,3.26368,3.12238,0.0156357
full,27,0,<|im_start|>,1,38.2051,2041.08,1.18252,0.631429,0.000274404
full,27,1,system,0,13.5208,1410.37,2.77756,2.5927,0.00139705
full,27,2,Ċ,1,66.2477,231479,7.26248,7.19307,-0.000235814
full,27,3,You,0,8.8306,409.069,2.29038,2.06443,0.00388064
full,27,4,Ġare,0,12.6076,208.027,1.144,0.572685,0.0167905
full,27,5,ĠQ,0,7.74061,110.71,1.35931,0.938048,0.0171691
full,27,6,wen,0,26.2147,730.876,1.03128,0.255059,0.00296879
full,27,7,",",0,3.94036,167.208,3.28165,3.14128,0.0156676
full,28,0,<|im_start|>,1,38.1927,2124.16,1.20674,0.675678,0.00023891
full,28,1,system,0,13.6222,1408.9,2.75545,2.56896,0.00137454
full,28,2,Ċ,1,66.2482,231262,7.25903,7.18945,-0.000366077
full,28,3,You,0,8.77148,401.537,2.28449,2.05795,0.00394344
full,28,4,Ġare,0,12.6059,209.315,1.14769,0.580037,0.0165921
full,28,5,ĠQ,0,7.74301,109.516,1.35154,0.926804,0.0174273
full,28,6,wen,0,26.1885,729.892,1.03162,0.256417,0.00295531
full,28,7,",",0,3.96081,166.08,3.25368,3.11185,0.0156155
full,29,0,<|im_start|>,1,38.194,2161.48,1.21725,0.694275,0.000227262
full,29,1,system,0,13.7473,1432.9,2.75353,2.56688,0.00134855
full,29,2,Ċ,1,66.9994,236355,7.25624,7.18671,-0.000292043
full,29,3,You,0,8.82363,408.504,2.29061,2.0647,0.0038965
full,29,4,Ġare,0,12.6303,211.83,1.15234,0.589112,0.0162683
full,29,5,ĠQ,0,7.72546,109.984,1.3575,0.93547,0.0172581
full,29,6,wen,0,26.2457,732.337,1.03109,0.254314,0.00299214
full,29,7,",",0,3.94076,165.268,3.26223,3.12098,0.0157529
full,30,0,<|im_start|>,1,38.194,2161.48,1.21725,0.694275,0.000227262
full,30,1,system,0,13.7473,1432.9,2.75353,2.56688,0.00134855
full,30,2,Ċ,1,66.9994,236355,7.25624,7.18671,-0.000292043
full,30,3,You,0,8.82363,408.504,2.29061,2.0647,0.0038965
full,30,4,Ġare,0,12.6303,211.83,1.15234,0.589112,0.0162683
full,30,5,ĠQ,0,7.72546,109.984,1.3575,0.93547,0.0172581
full,30,6,wen,0,26.2457,732.337,1.03109,0.254314,0.00299214
full,30,7,",",0,3.94076,165.268,3.26223,3.12098,0.0157529
full,31,0,<|im_start|>,1,38.194,2161.48,1.21725,0.694275,0.000227262
full,31,1,system,0,13.7473,1432.9,2.75353,2.56688,0.00134855
full,31,2,Ċ,1,66.9994,236355,7.25624,7.18671,-0.000292043
full,31,3,You,0,8.82363,408.504,2.29061,2.0647,0.0038965
full,31,4,Ġare,0,12.6303,211.83,1.15234,0.589112,0.0162683
full,31,5,ĠQ,0,7.72546,109.984,1.3575,0.93547,0.0172581
full,31,6,wen,0,26.2457,732.337,1.03109,0.254314,0.00299214
full,31,7,",",0,3.94076,165.268,3.26223,3.12098,0.0157529
full,32,0,<|im_start|>,1,38.2011,2132.62,1.20887,0.67949,0.000244412
full,32,1,system,0,13.5292,1424.97,2.79017,2.60619,0.00138259
full,32,2,Ċ,1,66.2071,231187,7.26235,7.19287,-0.000305985
full,32,3,You,0,8.79821,405.58,2.28899,2.06291,0.00390649
full,32,4,Ġare,0,12.6112,211.179,1.15231,0.589119,0.0163351
full,32,5,ĠQ,0,7.70708,110.254,1.36241,0.94263,0.0171786
full,32,6,wen,0,26.259,733.52,1.0314,0.255515,0.00293238
full,32,7,",",0,3.95156,170.563,3.30502,3.16561,0.0154683
full,33,0,<|im_start|>,1,38.2051,2041.08,1.18252,0.631429,0.000274404
full,33,1,system,0,13.5208,1410.37,2.77756,2.5927,0.00139705
full,33,2,Ċ,1,66.2477,231479,7.26248,7.19307,-0.000235814
full,33,3,You,0,8.8306,409.069,2.29038,2.06443,0.00388064
full,33,4,Ġare,0,12.6076,208.027,1.144,0.572685,0.0167905
full,33,5,ĠQ,0,7.74061,110.71,1.35931,0.938048,0.0171691
full,33,6,wen,0,26.2147,730.876,1.03128,0.255059,0.00296879
full,33,7,",",0,3.94036,167.208,3.28165,3.14128,0.0156676
full,34,0,<|im_start|>,1,37.6934,2104.74,1.21712,0.694057,0.000236327
full,34,1,system,0,13.669,1421.7,2.75847,2.57218,0.00135531
full,34,2,Ċ,1,66.286,231053,7.25161,7.18202,-0.000303242
full,34,3,You,0,8.84409,406.695,2.28024,2.05317,0.00389546
full,34,4,Ġare,0,12.6265,209.024,1.14503,0.574736,0.0167286
full,34,5,ĠQ,0,7.71139,109.516,1.35708,0.934895,0.0173017
full,34,6,wen,0,26.1796,729.395,1.03162,0.256399,0.00294592
full,34,7,",",0,3.95597,171.496,3.31035,3.1712,0.0154593
full,35,0,<|im_start|>,1,38.194,2161.48,1.21725,0.694275,0.000227262
full,35,1,system,0,13.7473,1432.9,2.75353,2.56688,0.00134855
full,35,2,Ċ,1,66.9994,236355,7.25624,7.18671,-0.000292043
full,35,3,You,0,8.82363,408.504,2.29061,2.0647,0.0038965
full,35,4,Ġare,0,12.6303,211.83,1.15234,0.589112,0.0162683
full,35,5,ĠQ,0,7.72546,109.984,1.3575,0.93547,0.0172581
full,35,6,wen,0,26.2457,732.337,1.03109,0.254314,0.00299214
full,35,7,",",0,3.94076,165.268,3.26223,3.12098,0.0157529
full,36,0,<|im_start|>,1,37.9393,2111.03,1.21104,0.683316,0.000226664
full,36,1,system,0,13.629,1410.94,2.75607,2.56962,0.00136999
full,36,2,Ċ,1,66.2482,231341,7.26026,7.19069,-0.000371658
full,36,3,You,0,8.82517,406.867,2.28562,2.05917,0.0039173
full,36,4,Ġare,0,12.6227,209.656,1.1471,0.578837,0.0166025
full,36,5,ĠQ,0,7.75274,109.595,1.35033,0.924968,0.0173902
full,36,6,wen,0,26.1943,731.03,1.03219,0.258736,0.00294114
full,36,7,",",0,3.96044,167.071,3.26368,3.12238,0.0156357
full,37,0,<|im_start|>,1,37.9393,2111.03,1.21104,0.683316,0.000226664
full,37,1,system,0,13.629,1410.94,2.75607,2.56962,0.00136999
full,37,2,Ċ,1,66.2482,231341,7.26026,7.19069,-0.000371658
full,37,3,You,0,8.82517,406.867,2.28562,2.05917,0.0039173
full,37,4,Ġare,0,12.6227,209.656,1.1471,0.578837,0.0166025
full,37,5,ĠQ,0,7.75274,109.595,1.35033,0.924968,0.0173902
full,37,6,wen,0,26.1943,731.03,1.03219,0.258736,0.00294114
full,37,7,",",0,3.96044,167.071,3.26368,3.12238,0.0156357
full,38,0,<|im_start|>,1,37.9418,2103.13,1.20869,0.679158,0.000233237
full,38,1,system,0,13.6851,1417.89,2.75153,2.56474,0.00136074
full,38,2,Ċ,1,66.5262,233392,7.2619,7.19236,-0.000356045
full,38,3,You,0,8.81917,407.511,2.28898,2.0629,0.00390437
full,38,4,Ġare,0,12.562,208.478,1.1494,0.583484,0.0165687
full,38,5,ĠQ,0,7.74951,110.713,1.35777,0.935844,0.0172405
full,38,6,wen,0,26.2251,731.621,1.0314,0.255533,0.00296962
full,38,7,",",0,3.94111,165.641,3.26562,3.12455,0.0157664
full,39,0,<|im_start|>,1,38.2051,2041.08,1.18252,0.631429,0.000274404
full,39,1,system,0,13.5208,1410.37,2.77756,2.5927,0.00139705
full,39,2,Ċ,1,66.2477,231479,7.26248,7.19307,-0.000235814
full,39,3,You,0,8.8306,409.069,2.29038,2.06443,0.00388064
full,39,4,Ġare,0,12.6076,208.027,1.144,0.572685,0.0167905
full,39,5,ĠQ,0,7.74061,110.71,1.35931,0.938048,0.0171691
full,39,6,wen,0,26.2147,730.876,1.03128,0.255059,0.00296879
full,39,7,",",0,3.94036,167.208,3.28165,3.14128,0.0156676
full,40,0,<|im_start|>,1,38.194,2161.48,1.21725,0.694275,0.000227262
full,40,1,system,0,13.7473,1432.9,2.75353,2.56688,0.00134855
full,40,2,Ċ,1,66.9994,236355,7.25624,7.18671,-0.000292043
full,40,3,You,0,8.82363,408.504,2.29061,2.0647,0.0038965
full,40,4,Ġare,0,12.6303,211.83,1.15234,0.589112,0.0162683
full,40,5,ĠQ,0,7.72546,109.984,1.3575,0.93547,0.0172581
full,40,6,wen,0,26.2457,732.337,1.03109,0.254314,0.00299214
full,40,7,",",0,3.94076,165.268,3.26223,3.12098,0.0157529
full,41,0,<|im_start|>,1,38.194,2161.48,1.21725,0.694275,0.000227262
full,41,1,system,0,13.7473,1432.9,2.75353,2.56688,0.00134855
full,41,2,Ċ,1,66.9994,236355,7.25624,7.18671,-0.000292043
full,41,3,You,0,8.82363,408.504,2.29061,2.0647,0.0038965
full,41,4,Ġare,0,12.6303,211.83,1.15234,0.589112,0.0162683
full,41,5,ĠQ,0,7.72546,109.984,1.3575,0.93547,0.0172581
full,41,6,wen,0,26.2457,732.337,1.03109,0.254314,0.00299214
full,41,7,",",0,3.94076,165.268,3.26223,3.12098,0.0157529
full,42,0,<|im_start|>,1,38.1927,2124.16,1.20674,0.675678,0.00023891
full,42,1,system,0,13.6222,1408.9,2.75545,2.56896,0.00137454
full,42,2,Ċ,1,66.2482,231262,7.25903,7.18945,-0.000366077
full,42,3,You,0,8.77148,401.537,2.28449,2.05795,0.00394344
full,42,4,Ġare,0,12.6059,209.315,1.14769,0.580037,0.0165921
full,42,5,ĠQ,0,7.74301,109.516,1.35154,0.926804,0.0174273
full,42,6,wen,0,26.1885,729.892,1.03162,0.256417,0.00295531
full,42,7,",",0,3.96081,166.08,3.25368,3.11185,0.0156155
full,43,0,<|im_start|>,1,37.9393,2111.03,1.21104,0.683316,0.000226664
full,43,1,system,0,13.629,1410.94,2.75607,2.56962,0.00136999
full,43,2,Ċ,1,66.2482,231341,7.26026,7.19069,-0.000371658
full,43,3,You,0,8.82517,406.867,2.28562,2.05917,0.0039173
full,43,4,Ġare,0,12.6227,209.656,1.1471,0.578837,0.0166025
full,43,5,ĠQ,0,7.75274,109.595,1.35033,0.924968,0.0173902
full,43,6,wen,0,26.1943,731.03,1.03219,0.258736,0.00294114
full,43,7,",",0,3.96044,167.071,3.26368,3.12238,0.0156357
full,44,0,<|im_start|>,1,37.6934,2104.74,1.21712,0.694057,0.000236327
full,44,1,system,0,13.669,1421.7,2.75847,2.57218,0.00135531
full,44,2,Ċ,1,66.286,231053,7.25161,7.18202,-0.000303242
full,44,3,You,0,8.84409,406.695,2.28024,2.05317,0.00389546
full,44,4,Ġare,0,12.6265,209.024,1.14503,0.574736,0.0167286
full,44,5,ĠQ,0,7.71139,109.516,1.35708,0.934895,0.0173017
full,44,6,wen,0,26.1796,729.395,1.03162,0.256399,0.00294592
full,44,7,",",0,3.95597,171.496,3.31035,3.1712,0.0154593
full,45,0,<|im_start|>,1,37.9393,2111.03,1.21104,0.683316,0.000226664
full,45,1,system,0,13.629,1410.94,2.75607,2.56962,0.00136999
full,45,2,Ċ,1,66.2482,231341,7.26026,7.19069,-0.000371658
full,45,3,You,0,8.82517,406.867,2.28562,2.05917,0.0039173
full,45,4,Ġare,0,12.6227,209.656,1.1471,0.578837,0.0166025
full,45,5,ĠQ,0,7.75274,109.595,1.35033,0.924968,0.0173902
full,45,6,wen,0,26.1943,731.03,1.03219,0.258736,0.00294114
full,45,7,",",0,3.96044,167.071,3.26368,3.12238,0.0156357
full,46,0,<|im_start|>,1,38.2011,2132.62,1.20887,0.67949,0.000244412
full,46,1,system,0,13.5292,1424.97,2.79017,2.60619,0.00138259
full,46,2,Ċ,1,66.2071,231187,7.26235,7.19287,-0.000305985
full,46,3,You,0,8.79821,405.58,2.28899,2.06291,0.00390649
full,46,4,Ġare,0,12.6112,211.179,1.15231,0.589119,0.0163351
