hessian,prompt,pos,token,is_sink,znorm,r_sq,amp,pred_ratio,cos_pred
full,9,4,<|end_header_id|>,0,0.921628,17.1902,4.49868,4.50085,0.113264
full,9,5,ĊĊ,0,1.01076,1.55376,1.23323,0.811781,0.0850856
full,9,6,Cut,0,0.900532,0.757391,0.96641,0.224381,0.259379
full,9,7,ting,0,1.01143,1.09248,1.03341,0.458894,0.155432
full,10,0,<|begin_of_text|>,1,480.895,5.87192,0.00503894,0.998671,0.999988
full,10,1,<|begin_of_text|>,1,480.895,5.87192,0.00503894,0.998671,0.999988
full,10,2,<|start_header_id|>,0,2.18391,14.5625,1.74737,1.42485,-0.00810638
full,10,3,system,0,1.06968,1.43653,1.12048,0.641026,0.121249
full,10,4,<|end_header_id|>,0,0.928152,17.5775,4.5171,4.51877,0.112326
full,10,5,ĊĊ,0,1.01169,1.55523,1.23268,0.810538,0.0848037
full,10,6,Cut,0,0.899934,0.760061,0.968754,0.247279,0.248026
full,10,7,ting,0,1.01256,1.09579,1.03381,0.4601,0.155318
full,11,0,<|begin_of_text|>,1,480.895,4.7062,0.00451112,0.998834,0.99999
full,11,1,<|begin_of_text|>,1,480.895,4.7062,0.00451112,0.998834,0.99999
full,11,2,<|start_header_id|>,0,2.18303,14.6982,1.7562,1.43535,-0.00836014
full,11,3,system,0,1.06979,1.44382,1.1232,0.645719,0.120309
full,11,4,<|end_header_id|>,0,0.924027,17.3352,4.50589,4.50872,0.113724
full,11,5,ĊĊ,0,1.01042,1.54185,1.22891,0.805038,0.0856244
full,11,6,Cut,0,0.900442,0.758857,0.967441,0.235574,0.253749
full,11,7,ting,0,1.01186,1.10087,1.03692,0.469157,0.154424
full,12,0,<|begin_of_text|>,1,480.895,4.7062,0.00451112,0.998834,0.99999
full,12,1,<|begin_of_text|>,1,480.895,4.7062,0.00451112,0.998834,0.99999
full,12,2,<|start_header_id|>,0,2.18303,14.6982,1.7562,1.43535,-0.00836014
full,12,3,system,0,1.06979,1.44382,1.1232,0.645719,0.120309
full,12,4,<|end_header_id|>,0,0.924027,17.3352,4.50589,4.50872,0.113724
full,12,5,ĊĊ,0,1.01042,1.54185,1.22891,0.805038,0.0856244
full,12,6,Cut,0,0.900442,0.758857,0.967441,0.235574,0.253749
full,12,7,ting,0,1.01186,1.10087,1.03692,0.469157,0.154424
full,13,0,<|begin_of_text|>,1,480.895,4.47742,0.00440011,0.998865,0.999991
full,13,1,<|begin_of_text|>,1,480.895,4.47742,0.00440011,0.998865,0.999991
full,13,2,<|start_header_id|>,0,2.1858,14.5864,1.74729,1.42451,-0.00834232
full,13,3,system,0,1.07012,1.43678,1.12012,0.640224,0.121226
full,13,4,<|end_header_id|>,0,0.928443,17.5786,4.51582,4.51743,0.112283
full,13,5,ĊĊ,0,1.0107,1.53997,1.22782,0.803644,0.0860534
full,13,6,Cut,0,0.9007,0.758261,0.966784,0.23236,0.256758
full,13,7,ting,0,1.0117,1.09531,1.03447,0.461574,0.154831
full,14,0,<|begin_of_text|>,1,480.895,5.87192,0.00503894,0.998671,0.999988
full,14,1,<|begin_of_text|>,1,480.895,5.87192,0.00503894,0.998671,0.999988
full,14,2,<|start_header_id|>,0,2.18391,14.5625,1.74737,1.42485,-0.00810638
full,14,3,system,0,1.06968,1.43653,1.12048,0.641026,0.121249
full,14,4,<|end_header_id|>,0,0.928152,17.5775,4.5171,4.51877,0.112326
full,14,5,ĊĊ,0,1.01169,1.55523,1.23268,0.810538,0.0848037
full,14,6,Cut,0,0.899934,0.760061,0.968754,0.247279,0.248026
full,14,7,ting,0,1.01256,1.09579,1.03381,0.4601,0.155318
full,15,0,<|begin_of_text|>,1,480.895,4.7062,0.00451112,0.998834,0.99999
full,15,1,<|begin_of_text|>,1,480.895,4.7062,0.00451112,0.998834,0.99999
full,15,2,<|start_header_id|>,0,2.18303,14.6982,1.7562,1.43535,-0.00836014
full,15,3,system,0,1.06979,1.44382,1.1232,0.645719,0.120309
full,15,4,<|end_header_id|>,0,0.924027,17.3352,4.50589,4.50872,0.113724
full,15,5,ĊĊ,0,1.01042,1.54185,1.22891,0.805038,0.0856244
full,15,6,Cut,0,0.900442,0.758857,0.967441,0.235574,0.253749
full,15,7,ting,0,1.01186,1.10087,1.03692,0.469157,0.154424
full,16,0,<|begin_of_text|>,1,480.895,4.47742,0.00440011,0.998865,0.999991
full,16,1,<|begin_of_text|>,1,480.895,4.47742,0.00440011,0.998865,0.999991
full,16,2,<|start_header_id|>,0,2.1858,14.5864,1.74729,1.42451,-0.00834232
full,16,3,system,0,1.07012,1.43678,1.12012,0.640224,0.121226
full,16,4,<|end_header_id|>,0,0.928443,17.5786,4.51582,4.51743,0.112283
full,16,5,ĊĊ,0,1.0107,1.53997,1.22782,0.803644,0.0860534
full,16,6,Cut,0,0.9007,0.758261,0.966784,0.23236,0.256758
full,16,7,ting,0,1.0117,1.09531,1.03447,0.461574,0.154831
full,17,0,<|begin_of_text|>,1,480.895,4.43868,0.00438103,0.998876,0.999991
full,17,1,<|begin_of_text|>,1,480.895,4.43868,0.00438103,0.998876,0.999991
full,17,2,<|start_header_id|>,0,2.18401,14.5641,1.74737,1.42477,-0.00819729
full,17,3,system,0,1.06938,1.43618,1.12066,0.641498,0.121305
full,17,4,<|end_header_id|>,0,0.928421,17.5829,4.51648,4.51718,0.111382
full,17,5,ĊĊ,0,1.01053,1.53601,1.22645,0.802378,0.0870135
full,17,6,Cut,0,0.900581,0.759294,0.967569,0.237078,0.253115
full,17,7,ting,0,1.01256,1.10195,1.03672,0.467695,0.1539
full,18,0,<|begin_of_text|>,1,480.895,5.87192,0.00503894,0.998671,0.999988
full,18,1,<|begin_of_text|>,1,480.895,5.87192,0.00503894,0.998671,0.999988
full,18,2,<|start_header_id|>,0,2.18391,14.5625,1.74737,1.42485,-0.00810638
full,18,3,system,0,1.06968,1.43653,1.12048,0.641026,0.121249
full,18,4,<|end_header_id|>,0,0.928152,17.5775,4.5171,4.51877,0.112326
full,18,5,ĊĊ,0,1.01169,1.55523,1.23268,0.810538,0.0848037
full,18,6,Cut,0,0.899934,0.760061,0.968754,0.247279,0.248026
full,18,7,ting,0,1.01256,1.09579,1.03381,0.4601,0.155318
full,19,0,<|begin_of_text|>,1,480.895,4.43839,0.00438089,0.998876,0.999991
full,19,1,<|begin_of_text|>,1,480.895,4.43839,0.00438089,0.998876,0.999991
full,19,2,<|start_header_id|>,0,2.18601,14.708,1.75438,1.43295,-0.00855892
full,19,3,system,0,1.06992,1.43632,1.12014,0.641408,0.122145
full,19,4,<|end_header_id|>,0,0.93264,17.9276,4.53991,4.5433,0.113446
full,19,5,ĊĊ,0,1.01159,1.52521,1.22085,0.793145,0.0873767
full,19,6,Cut,0,0.901733,0.759856,0.966691,0.229328,0.257491
full,19,7,ting,0,1.01175,1.09841,1.03588,0.464647,0.153724
full,20,0,<|begin_of_text|>,1,480.895,4.70355,0.00450985,0.998834,0.99999
full,20,1,<|begin_of_text|>,1,480.895,4.70355,0.00450985,0.998834,0.99999
full,20,2,<|start_header_id|>,0,2.18742,14.6021,1.74693,1.42409,-0.00833404
full,20,3,system,0,1.06948,1.43545,1.12027,0.640741,0.121386
full,20,4,<|end_header_id|>,0,0.921628,17.1902,4.49868,4.50085,0.113264
full,20,5,ĊĊ,0,1.01076,1.55376,1.23323,0.811781,0.0850856
full,20,6,Cut,0,0.900532,0.757391,0.96641,0.224381,0.259379
full,20,7,ting,0,1.01143,1.09248,1.03341,0.458894,0.155432
full,21,0,<|begin_of_text|>,1,480.895,4.70355,0.00450985,0.998834,0.99999
full,21,1,<|begin_of_text|>,1,480.895,4.70355,0.00450985,0.998834,0.99999
full,21,2,<|start_header_id|>,0,2.18742,14.6021,1.74693,1.42409,-0.00833404
full,21,3,system,0,1.06948,1.43545,1.12027,0.640741,0.121386
full,21,4,<|end_header_id|>,0,0.921628,17.1902,4.49868,4.50085,0.113264
full,21,5,ĊĊ,0,1.01076,1.55376,1.23323,0.811781,0.0850856
full,21,6,Cut,0,0.900532,0.757391,0.96641,0.224381,0.259379
full,21,7,ting,0,1.01143,1.09248,1.03341,0.458894,0.155432
full,22,0,<|begin_of_text|>,1,480.895,5.28379,0.00477994,0.998752,0.999989
full,22,1,<|begin_of_text|>,1,480.895,5.28379,0.00477994,0.998752,0.999989
full,22,2,<|start_header_id|>,0,2.18994,14.6202,1.746,1.4231,-0.0081845
full,22,3,system,0,1.06936,1.43154,1.11887,0.63882,0.122273
full,22,4,<|end_header_id|>,0,0.926597,17.5194,4.5172,4.51945,0.112884
full,22,5,ĊĊ,0,1.01024,1.53704,1.22721,0.802014,0.0855208
full,22,6,Cut,0,0.900318,0.757814,0.966909,0.234893,0.255994
full,22,7,ting,0,1.01203,1.09165,1.0324,0.456305,0.155995
full,23,0,<|begin_of_text|>,1,480.895,4.4387,0.00438104,0.998876,0.999991
full,23,1,<|begin_of_text|>,1,480.895,4.4387,0.00438104,0.998876,0.999991
full,23,2,<|start_header_id|>,0,2.18546,14.5863,1.74755,1.4249,-0.00827787
full,23,3,system,0,1.07006,1.43728,1.12037,0.640755,0.121222
full,23,4,<|end_header_id|>,0,0.925768,17.3572,4.50027,4.50325,0.114009
full,23,5,ĊĊ,0,1.01114,1.53738,1.22626,0.80201,0.0869781
full,23,6,Cut,0,0.900682,0.758158,0.966737,0.23161,0.257032
full,23,7,ting,0,1.01088,1.09669,1.03596,0.466345,0.154675
full,24,0,<|begin_of_text|>,1,480.895,4.43839,0.00438089,0.998876,0.999991
full,24,1,<|begin_of_text|>,1,480.895,4.43839,0.00438089,0.998876,0.999991
full,24,2,<|start_header_id|>,0,2.18601,14.708,1.75438,1.43295,-0.00855892
full,24,3,system,0,1.06992,1.43632,1.12014,0.641408,0.122145
full,24,4,<|end_header_id|>,0,0.93264,17.9276,4.53991,4.5433,0.113446
full,24,5,ĊĊ,0,1.01159,1.52521,1.22085,0.793145,0.0873767
full,24,6,Cut,0,0.901733,0.759856,0.966691,0.229328,0.257491
full,24,7,ting,0,1.01175,1.09841,1.03588,0.464647,0.153724
full,25,0,<|begin_of_text|>,1,480.895,5.28379,0.00477994,0.998752,0.999989
full,25,1,<|begin_of_text|>,1,480.895,5.28379,0.00477994,0.998752,0.999989
full,25,2,<|start_header_id|>,0,2.18994,14.6202,1.746,1.4231,-0.0081845
full,25,3,system,0,1.06936,1.43154,1.11887,0.63882,0.122273
full,25,4,<|end_header_id|>,0,0.926597,17.5194,4.5172,4.51945,0.112884
full,25,5,ĊĊ,0,1.01024,1.53704,1.22721,0.802014,0.0855208
full,25,6,Cut,0,0.900318,0.757814,0.966909,0.234893,0.255994
full,25,7,ting,0,1.01203,1.09165,1.0324,0.456305,0.155995
full,26,0,<|begin_of_text|>,1,480.895,4.7062,0.00451112,0.998834,0.99999
full,26,1,<|begin_of_text|>,1,480.895,4.7062,0.00451112,0.998834,0.99999
full,26,2,<|start_header_id|>,0,2.18303,14.6982,1.7562,1.43535,-0.00836014
full,26,3,system,0,1.06979,1.44382,1.1232,0.645719,0.120309
full,26,4,<|end_header_id|>,0,0.924027,17.3352,4.50589,4.50872,0.113724
full,26,5,ĊĊ,0,1.01042,1.54185,1.22891,0.805038,0.0856244
full,26,6,Cut,0,0.900442,0.758857,0.967441,0.235574,0.253749
full,26,7,ting,0,1.01186,1.10087,1.03692,0.469157,0.154424
full,27,0,<|begin_of_text|>,1,480.895,5.28398,0.00478003,0.998752,0.999989
full,27,1,<|begin_of_text|>,1,480.895,5.28398,0.00478003,0.998752,0.999989
full,27,2,<|start_header_id|>,0,2.18283,14.5721,1.7488,1.42626,-0.00844551
full,27,3,system,0,1.06986,1.43805,1.12088,0.641875,0.121227
full,27,4,<|end_header_id|>,0,0.928914,17.5979,4.51601,4.51537,0.110094
full,27,5,ĊĊ,0,1.01053,1.53443,1.22581,0.801163,0.086908
full,27,6,Cut,0,0.900371,0.759045,0.967637,0.238529,0.252747
full,27,7,ting,0,1.01261,1.09812,1.03486,0.462607,0.154641
full,28,0,<|begin_of_text|>,1,480.895,5.28398,0.00478003,0.998752,0.999989
full,28,1,<|begin_of_text|>,1,480.895,5.28398,0.00478003,0.998752,0.999989
full,28,2,<|start_header_id|>,0,2.18283,14.5721,1.7488,1.42626,-0.00844551
full,28,3,system,0,1.06986,1.43805,1.12088,0.641875,0.121227
full,28,4,<|end_header_id|>,0,0.928914,17.5979,4.51601,4.51537,0.110094
full,28,5,ĊĊ,0,1.01053,1.53443,1.22581,0.801163,0.086908
full,28,6,Cut,0,0.900371,0.759045,0.967637,0.238529,0.252747
full,28,7,ting,0,1.01261,1.09812,1.03486,0.462607,0.154641
full,29,0,<|begin_of_text|>,1,480.895,4.7043,0.00451021,0.998834,0.99999
full,29,1,<|begin_of_text|>,1,480.895,4.7043,0.00451021,0.998834,0.99999
full,29,2,<|start_header_id|>,0,2.1895,14.6016,1.74524,1.42224,-0.00811902
full,29,3,system,0,1.06932,1.43624,1.12075,0.641825,0.121423
full,29,4,<|end_header_id|>,0,0.919415,16.9556,4.47863,4.47925,0.112254
full,29,5,ĊĊ,0,1.01177,1.53824,1.22583,0.799657,0.0855262
full,29,6,Cut,0,0.900109,0.758234,0.9674,0.234238,0.254024
full,29,7,ting,0,1.01205,1.10049,1.03655,0.466068,0.153178
full,30,0,<|begin_of_text|>,1,480.895,4.63367,0.00447622,0.998839,0.999991
full,30,1,<|begin_of_text|>,1,480.895,4.63367,0.00447622,0.998839,0.999991
full,30,2,<|start_header_id|>,0,2.1851,14.5811,1.74752,1.42476,-0.00838754
full,30,3,system,0,1.0693,1.42868,1.11781,0.636584,0.122333
full,30,4,<|end_header_id|>,0,0.92223,17.03,4.47474,4.47381,0.110827
full,30,5,ĊĊ,0,1.01,1.53671,1.22736,0.802325,0.085566
full,30,6,Cut,0,0.90073,0.758402,0.966841,0.233481,0.256407
full,30,7,ting,0,1.0112,1.08705,1.03107,0.452332,0.156408
full,31,0,<|begin_of_text|>,1,480.895,4.43868,0.00438103,0.998876,0.999991
full,31,1,<|begin_of_text|>,1,480.895,4.43868,0.00438103,0.998876,0.999991
full,31,2,<|start_header_id|>,0,2.18401,14.5641,1.74737,1.42477,-0.00819729
full,31,3,system,0,1.06938,1.43618,1.12066,0.641498,0.121305
full,31,4,<|end_header_id|>,0,0.928421,17.5829,4.51648,4.51718,0.111382
full,31,5,ĊĊ,0,1.01053,1.53601,1.22645,0.802378,0.0870135
full,31,6,Cut,0,0.900581,0.759294,0.967569,0.237078,0.253115
full,31,7,ting,0,1.01256,1.10195,1.03672,0.467695,0.1539
full,32,0,<|begin_of_text|>,1,480.895,5.87192,0.00503894,0.998671,0.999988
full,32,1,<|begin_of_text|>,1,480.895,5.87192,0.00503894,0.998671,0.999988
full,32,2,<|start_header_id|>,0,2.18391,14.5625,1.74737,1.42485,-0.00810638
full,32,3,system,0,1.06968,1.43653,1.12048,0.641026,0.121249
full,32,4,<|end_header_id|>,0,0.928152,17.5775,4.5171,4.51877,0.112326
full,32,5,ĊĊ,0,1.01169,1.55523,1.23268,0.810538,0.0848037
full,32,6,Cut,0,0.899934,0.760061,0.968754,0.247279,0.248026
full,32,7,ting,0,1.01256,1.09579,1.03381,0.4601,0.155318
full,33,0,<|begin_of_text|>,1,480.895,5.28398,0.00478003,0.998752,0.999989
full,33,1,<|begin_of_text|>,1,480.895,5.28398,0.00478003,0.998752,0.999989
full,33,2,<|start_header_id|>,0,2.18283,14.5721,1.7488,1.42626,-0.00844551
full,33,3,system,0,1.06986,1.43805,1.12088,0.641875,0.121227
full,33,4,<|end_header_id|>,0,0.928914,17.5979,4.51601,4.51537,0.110094
full,33,5,ĊĊ,0,1.01053,1.53443,1.22581,0.801163,0.086908
full,33,6,Cut,0,0.900371,0.759045,0.967637,0.238529,0.252747
full,33,7,ting,0,1.01261,1.09812,1.03486,0.462607,0.154641
full,34,0,<|begin_of_text|>,1,480.895,5.28379,0.00477994,0.998752,0.999989
full,34,1,<|begin_of_text|>,1,480.895,5.28379,0.00477994,0.998752,0.999989
full,34,2,<|start_header_id|>,0,2.18994,14.6202,1.746,1.4231,-0.0081845
full,34,3,system,0,1.06936,1.43154,1.11887,0.63882,0.122273
full,34,4,<|end_header_id|>,0,0.926597,17.5194,4.5172,4.51945,0.112884
full,34,5,ĊĊ,0,1.01024,1.53704,1.22721,0.802014,0.0855208
full,34,6,Cut,0,0.900318,0.757814,0.966909,0.234893,0.255994
full,34,7,ting,0,1.01203,1.09165,1.0324,0.456305,0.155995
full,35,0,<|begin_of_text|>,1,480.895,4.7043,0.00451021,0.998834,0.99999
full,35,1,<|begin_of_text|>,1,480.895,4.7043,0.00451021,0.998834,0.99999
full,35,2,<|start_header_id|>,0,2.1895,14.6016,1.74524,1.42224,-0.00811902
full,35,3,system,0,1.06932,1.43624,1.12075,0.641825,0.121423
full,35,4,<|end_header_id|>,0,0.919415,16.9556,4.47863,4.47925,0.112254
full,35,5,ĊĊ,0,1.01177,1.53824,1.22583,0.799657,0.0855262
full,35,6,Cut,0,0.900109,0.758234,0.9674,0.234238,0.254024
full,35,7,ting,0,1.01205,1.10049,1.03655,0.466068,0.153178
full,36,0,<|begin_of_text|>,1,480.895,4.7062,0.00451112,0.998834,0.99999
full,36,1,<|begin_of_text|>,1,480.895,4.7062,0.00451112,0.998834,0.99999
full,36,2,<|start_header_id|>,0,2.18303,14.6982,1.7562,1.43535,-0.00836014
full,36,3,system,0,1.06979,1.44382,1.1232,0.645719,0.120309
full,36,4,<|end_header_id|>,0,0.924027,17.3352,4.50589,4.50872,0.113724
full,36,5,ĊĊ,0,1.01042,1.54185,1.22891,0.805038,0.0856244
full,36,6,Cut,0,0.900442,0.758857,0.967441,0.235574,0.253749
full,36,7,ting,0,1.01186,1.10087,1.03692,0.469157,0.154424
full,37,0,<|begin_of_text|>,1,480.895,4.70355,0.00450985,0.998834,0.99999
full,37,1,<|begin_of_text|>,1,480.895,4.70355,0.00450985,0.998834,0.99999
full,37,2,<|start_header_id|>,0,2.18742,14.6021,1.74693,1.42409,-0.00833404
full,37,3,system,0,1.06948,1.43545,1.12027,0.640741,0.121386
full,37,4,<|end_header_id|>,0,0.921628,17.1902,4.49868,4.50085,0.113264
full,37,5,ĊĊ,0,1.01076,1.55376,1.23323,0.811781,0.0850856
full,37,6,Cut,0,0.900532,0.757391,0.96641,0.224381,0.259379
full,37,7,ting,0,1.01143,1.09248,1.03341,0.458894,0.155432
full,38,0,<|begin_of_text|>,1,480.895,4.7043,0.00451021,0.998834,0.99999
full,38,1,<|begin_of_text|>,1,480.895,4.7043,0.00451021,0.998834,0.99999
full,38,2,<|start_header_id|>,0,2.1895,14.6016,1.74524,1.42224,-0.00811902
full,38,3,system,0,1.06932,1.43624,1.12075,0.641825,0.121423
full,38,4,<|end_header_id|>,0,0.919415,16.9556,4.47863,4.47925,0.112254
full,38,5,ĊĊ,0,1.01177,1.53824,1.22583,0.799657,0.0855262
full,38,6,Cut,0,0.900109,0.758234,0.9674,0.234238,0.254024
full,38,7,ting,0,1.01205,1.10049,1.03655,0.466068,0.153178
full,39,0,<|begin_of_text|>,1,480.895,5.28398,0.00478003,0.998752,0.999989
full,39,1,<|begin_of_text|>,1,480.895,5.28398,0.00478003,0.998752,0.999989
full,39,2,<|start_header_id|>,0,2.18283,14.5721,1.7488,1.42626,-0.00844551
full,39,3,system,0,1.06986,1.43805,1.12088,0.641875,0.121227
full,39,4,<|end_header_id|>,0,0.928914,17.5979,4.51601,4.51537,0.110094
full,39,5,ĊĊ,0,1.01053,1.53443,1.22581,0.801163,0.086908
full,39,6,Cut,0,0.900371,0.759045,0.967637,0.238529,0.252747
full,39,7,ting,0,1.01261,1.09812,1.03486,0.462607,0.154641
full,40,0,<|begin_of_text|>,1,480.895,4.7043,0.00451021,0.998834,0.99999
full,40,1,<|begin_of_text|>,1,480.895,4.7043,0.00451021,0.998834,0.99999
full,40,2,<|start_header_id|>,0,2.1895,14.6016,1.74524,1.42224,-0.00811902
full,40,3,system,0,1.06932,1.43624,1.12075,0.641825,0.121423
full,40,4,<|end_header_id|>,0,0.919415,16.9556,4.47863,4.47925,0.112254
full,40,5,ĊĊ,0,1.01177,1.53824,1.22583,0.799657,0.0855262
full,40,6,Cut,0,0.900109,0.758234,0.9674,0.234238,0.254024
full,40,7,ting,0,1.01205,1.10049,1.03655,0.466068,0.153178
full,41,0,<|begin_of_text|>,1,480.895,4.70355,0.00450985,0.998834,0.99999
full,41,1,<|begin_of_text|>,1,480.895,4.70355,0.00450985,0.998834,0.99999
full,41,2,<|start_header_id|>,0,2.18742,14.6021,1.74693,1.42409,-0.00833404
full,41,3,system,0,1.06948,1.43545,1.12027,0.640741,0.121386
full,41,4,<|end_header_id|>,0,0.921628,17.1902,4.49868,4.50085,0.113264
full,41,5,ĊĊ,0,1.01076,1.55376,1.23323,0.811781,0.0850856
full,41,6,Cut,0,0.900532,0.757391,0.96641,0.224381,0.259379
full,41,7,ting,0,1.01143,1.09248,1.03341,0.458894,0.155432
full,42,0,<|begin_of_text|>,1,480.895,5.28398,0.00478003,0.998752,0.999989
full,42,1,<|begin_of_text|>,1,480.895,5.28398,0.00478003,0.998752,0.999989
full,42,2,<|start_header_id|>,0,2.18283,14.5721,1.7488,1.42626,-0.00844551
full,42,3,system,0,1.06986,1.43805,1.12088,0.641875,0.121227
full,42,4,<|end_header_id|>,0,0.928914,17.5979,4.51601,4.51537,0.110094
full,42,5,ĊĊ,0,1.01053,1.53443,1.22581,0.801163,0.086908
